_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a132768741a2384e847bd6d'},AI3TSDM95QA5W,7245456313,Bob Loblaw,"[0, 0]","This is great product. I do P90X and it works perfectly with the workouts. These are also light and easy to travel with, perfect for small hotel rooms. The door attachment is also nice and doesn't ruin the paint on the door frame. I would recommend to anyone. Easy to use and inexpensive.",5.0,Nice and easy to travel with,1323388800,"12 9, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd6c'},A2IQIJQCIPUPU4,7245456313,"Bob in NYC ""bob-in-nyc""","[75, 88]","I purchased ten sets for people in a voluntary health/wellness/exercise program. Since we also have light free weights, I wasn't sure if the bands would be used by participants, or would just gather dust. I also had more experience with the rubber strips which have the advantage of being very inexpensive. Unfortunately, they are not at all durable and hard to grip for some people.In fact, the bands became the most frequently used pieces of equipment in our program, exceeding the use of our weight sets. I receive positive comments about them, and some people who are not exercisers are nonetheless motivated to use the bands. The included ankle straps have come in handy.Now that I have used these bands for a while, I am pleased with their durability and quality construction. None has been damaged, and certainly none has snapped. The bands are guaranteed for life, which is great, and customer service states that the bands don't snap without clear signs of fraying first, an important safety consideration.So basically I'm pretty well satisfied.",5.0,"Great bands, and helpful accessories",1341878400,"07 10, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd6e'},A20DN38FNUE2V8,7245456313,"Bob of all trades ""Does a bit of everything""","[0, 0]","This package is extremely useful.  It is well designed, with the caribiner-type clips making it easy to change bands, and the handles and door anchor work fine.  I am using it on travel to replace the Bowflex machinery I have at home, and it serves very well.  There is nothing I would change about this system - if you need something like this, give this one a try.And - customer service is the best!",5.0,Great Exercise System - Best Customer Service,1386806400,"12 12, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd6f'},A2EG1Q1ZPEFURB,7245456313,bobjohn,"[1, 1]",I had a habit of injuring my rhomboid muscle and ended up in 3 weeks of physical therapy.  One of the devices used by the therapist was resistance bands.  I wanted to buy the same system.  It was almost $900!!  I found the Black Mountain Product on Amazon and immediately ordered it. The product worked great.... No more back pain....and I didn't spend $900.I highly recommend the product.,5.0,Pain gone.....inexpensively!!,1383523200,"11 4, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd70'},APCE5MA3MJTJ5,7245456313,Boomrang7,"[0, 0]","I work two jobs and only have a short amount of time inbetween. Therefore this works great, as my truck becomes my gym and I can work out any time I can",5.0,great for travel.,1402876800,"06 16, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd71'},A32W81B8LZQQEF,7245456313,Bopo,"[0, 0]","I recently purchased these bands looking for something that would be cost effective and be able to perform a variety of exercises. I must say I am impressed with the versatility and quality of this set. They are well constructed, inlcude a band for every level/type of workout,the hamdles are very comfortable, and the set was very affordable. I am considering purchasing an extra set.",5.0,Great Product at a Great Price!,1318550400,"10 14, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd74'},A1U1388Q3QTI6Z,7245456313,Bph,"[0, 0]","Nice set. Seems to be sturdy enough for me. Comes with everything you really need. The price was good, and I think I got a good value.",5.0,A nice way to get my physical therapy.,1401321600,"05 29, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd72'},A31S7SPTPIDHOR,7245456313,BoxerBran,"[0, 0]","I purchased a set to use with T25, and I love them.  Very simple to change the resistance bands to increase or decrease resistance.  I have already recommended them to a few friends.  I do wish they were a tad bit longer.  Awesome quality and great customer support when you call BMP.",5.0,Great  product!!!!,1396396800,"04 2, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd75'},A2M7PJEX6DWC13,7245456313,Brad,"[0, 1]",This product is great for those who want a good workout band for at home or on the go.  This company is top class and very helpful if you ever need to contact them.  The 90-day warranty cannot be beat!  I bought this item and within two days bought their pull up bar.,5.0,Great Item!!,1313712000,"08 19, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd73'},A23QDFX20OLTAF,7245456313,B. Pearson,"[0, 0]","These resistance bands are an excellent value. Easy to use and sturdy, I've used them for several months for my P90X workouts. It takes just seconds to switch between the bands, and the carrying case is also very useful.",5.0,"Easy to Use, Great Product!",1346112000,"08 28, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd76'},AGQPUOP6JUW2S,7245456313,Bradley Finlay,"[0, 0]",This product works even better than they said. Makes for a quick fast burn exercise. And the little exercise book they send with it help to start out so you can see how many ways it can be used.,5.0,Works awesome,1364947200,"04 3, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd77'},A2GIR7WXHNX1QQ,7245456313,Bradley Humbles,"[0, 1]","I received the bands as a gift along with a video, about 3 weeks ago. They work well, are very convenient to travel with, and appear to be of a good quality. Everything is as promised, and I'm pleased with the results.",5.0,So far so good...,1326931200,"01 19, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd78'},A1GIWYII3UW25Q,7245456313,Bradley P.,"[1, 2]","I'm no ""strong man,"" but I do okay with strength training at home.  (300 lb squat, 320 lb deadlift x 5, 190 lb bench press...so far)  I bought these resistance bands to warm up my shoulders before heavy lifting and to allow my wife and kids to do assisted chin-ups.  They work for those tasks quite well, but they surprised me by how useful they are for ""assistance"" exercises like hamstring curls and glute extensions that I would otherwise need gym equipment (cable system) to perform.  (OK, maybe not a heavy lat pull-down, but chin-ups or assisted chin-ups if you must are much better anyway.)  If you put both handles in one hand, you can approximate a ""fat bar"" dumbbell to build grip strength.  These bands provide all of the resistance I need for non-barbell assistance lifts.  Seriously.  The benefits when traveling are obvious, which is another reason I bought them.OK, so this is an endorsement for resistance bands in general so far.  I will say without reservation that my Black Mountain bands are very well made, as are the handles, ankle strap, and anchor, and they are easy (and fun!) to use/clip/unclip.  The price is fantastic.  The lifetime guarantee is nice, too.I was initially disappointed that there was only one ankle strap, but you only really need one for standing glute work.  (Leave it loose enough to slide your foot in and out to avoid clipping/unclipping.)  And it's big enough that I can secure it around both ankles for hamstring curls if I wish.  I've found it to be a non-issue, and at the modest price I paid, I have only praise.As I write this evaluation, my children (5 and 7) are doing overhead presses with the blue band, making their papa proud...under his careful supervision, of course.",5.0,Outstanding Quality and Value,1312934400,"08 10, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd79'},A1KWJHJH255H0M,7245456313,"Brad Sukut ""brads""","[0, 0]","I always bring these with me while travelling. They are so light and can be used anywhere. The quality make it useful for day to day usage and with so many bands of resistance, I would imagine a good fit for any user.",4.0,Easy to use anywhere,1391731200,"02 7, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7a'},A1UMR6GCBRDAB2,7245456313,BrainSneeze,"[0, 0]",I received the B.M.P. resistance band set a few days ago. After a few uses I am impressed with the quality and am very happy with my choice to go with B.M.P. over other well-known and overpriced resistance bands. The removable handles are convenient  and makes it easy to quickly adjust the resistance by simply attaching another band to the handles. Overall a great product I would buy again without hesitation.,5.0,Great product,1364428800,"03 28, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7c'},A2RF5N8QO9VYP0,7245456313,Brandon,"[0, 0]",I loved these bands because of the ease of use and the product quality. You can instantly feel the high quality of these bands and it compares very well to more expensive brands.,5.0,Love these bands!,1361923200,"02 27, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7b'},A6TZPNXT59464,7245456313,Brandon Ewsichek,"[1, 1]",I have been using these bands for two weeks everyday now in conjunction with P90x and they are a great addition to the workout program. They have shown no sign of wear and are well constructed. I would definitely buy a Black Mountain product again in the future!,5.0,These resistance bands are second to none!,1388620800,"01 2, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7e'},A11SXQEXMCIDHD,7245456313,brandon n jess rockey,"[0, 0]",i found this kit to be well equipped and when i had a small problem with the one handle BMP was very prompt to respond and fix the problem. Black mountain products is good stuff and will be using them in the future. thank you BMP,5.0,good product,1401408000,"05 30, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7d'},A2MN6DFKC5D34G,7245456313,Brandon,"[0, 0]","I recently purchased this set of resistance band in order for me to use them with the insanity asylum/p90x hybrid.  while other people were complaining about how cheap they were and how they break, they seem to be holding up pretty well for me.... for now. We'll see how it goes as i continue to do the workout!",4.0,Pretty Good..... For Now,1333065600,"03 30, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd7f'},A20VMSY4ZTIJP4,7245456313,"Brandy ""Brandy""","[0, 0]",Great price on these straps. I love having all the different levels of strength. Much cheaper than buying them individually. Well made. No complaints here..,5.0,"Work great, sturdy.",1378166400,"09 3, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd80'},A32UNCTEOET4BB,7245456313,Brenda,"[0, 0]","I recently gave up gym membership and was looking for something I could do at home.  I love the bands.  I am 5'7"" so they fit well. It came with some workout routines but I went on the Internet and found more.  Great way to get strength training at home without buying a ton of weights.",5.0,Love these bands,1347494400,"09 13, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd83'},A3TWBT1SAGN2M3,7245456313,Brenda Steckman,"[0, 0]",These resistance bands are excellent quality and I have had no problems.  I would recommend them to everyone. The exercises could be a little more in depth tho,5.0,Great Quality,1368576000,"05 15, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd82'},A38KPDRZDRU8W6,7245456313,"Brendan Livingston ""B. Livingston""","[0, 1]",These seem to be in great order upon arrival.  Everything is here and came swiftly using prime.  So far as I can tell the customer service is great because they are seeking positive comments on this site to recieve the illusive orange band.  So all in all this is a forced review to help a smart marketing team over at B.M.P.,5.0,Just starting out with these.,1399593600,"05 9, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd84'},ADFNC8IZS63RG,7245456313,Brent,"[0, 0]",Been using the cables for about a week in conjunction with P90X and is easier than switching out weights on dumbbells.,5.0,Would recommend,1394582400,"03 12, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd86'},A31JPAJ9YMM3GK,7245456313,bret,"[1, 1]","i usually work out in the gym with heavy weights in front of a big mirror so I can see myself get huge....but I bought these things for my wife.  One day while she was working out I decided to try them out and I have to say....not too shabby, I got a deep burn in my thigh but its worth it if you want to look good for beach season. resistance bands sound a little sissy so I call them chuck Norris dental floss and It makes me feel better about using them and I should know what a good work out consists of, I was on my high school football team, although I work at long john silvers.  Bottom line, good product if you haven't realized yet I am joking....just trying to be humorous.  but it is a good product, give it a try, I don't think you'll regret it.",5.0,good bands,1392422400,"02 15, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd85'},A2R98RKOSU6UKX,7245456313,Bret,"[0, 0]","Personally, I don't think Resistance Bands get enough good press.  If your wanting to tone, trim, and sculpt your physic, rehab injuries...this band set will do it!  Pay a annual membership to a gym or spend $30 one time.  Your choice!  Worth every penny!",5.0,"Quality product for Quality workout, CHEAP!",1368489600,"05 14, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd87'},A2YVCKE8MMBHY6,7245456313,Brett. M,"[1, 3]","I want to say these are really nice quality and they will do any job you have in mind for a band. I like how you can add them together to increase the weight resistence. I would recommend them to a friend, the customer service is great, and they are exactly what I was looking for. The only reason I gave them a 4 out of 5 stars is because the foam on the handles was a little messed up but I can live with it. Go with these bands, you will love them!!",4.0,Very good for the price,1310083200,"07 8, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8a'},A1269RUP1A3ZBN,7245456313,Brian C. Farnham,"[0, 0]","I bought these for use at home with programs such as t25, p90x, etc etc. They definitely get the job done and are a lot cheaper than having a bunch of dumbbells at home.They would not be great for any serious weight training, real weights and dumbbells would be best there, but these are one of the best solutions at home with out a dedicated gym.",4.0,Very good for light training,1394064000,"03 6, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd89'},AZXLI3UTI9MP7,7245456313,Brian Buchner,"[0, 0]","I've had these just about a week. The quality is excellent and exceeded expectations.  It's very easy to change out the handles from band to band, and equally easy to combine bands to give different resitances.  I've tried out the ankle strap and door support and both are good quality, and easy to use.  The quality level for the price is great.  These cost me about the same as one co-pay at the physical therapy center!!It's also very nice to have this much excercise equipment fit into a tiny case.I can't predict how long the bands themselves will last under daily use ... i hope to return to this review in 6 months to let you know how things are going.",5.0,"Great quality for Price, and Very Easy to Use",1386028800,"12 3, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8b'},A17N0WC3Y4P9XA,7245456313,Brian Fowler,"[0, 0]",I have used these a few times so far for mock pull ups with P90X3.  I have 3 bands hooked together and they give great resistance and feel very sturdy with the door anchor.,5.0,Great!,1396483200,"04 3, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8d'},AA0AUV3YBHAZI,7245456313,Brian,"[2, 2]","Awesome quality and customer service. When I called for the free band they said if a band breaks they will replace it for life. I just wish the free band didn't come with the handles built on. Nevertheless, still free and awesome. I recommend this to everyone!",5.0,Awesome!,1366156800,"04 17, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8c'},A2FLPHZ3B0UJ28,7245456313,Brian,"[0, 0]","Purchased these bands because I have a job that requires constant travel.  I was skeptical at first being a person that for years has only used the gym, but decided to go ahead and give it a shot because they were so cheap.  After using them, I must say that these exercise bands are a great, cheap and effective way to have weights that you can easily take with you wherever you go.  My job requires me to stay in hotels often far from any gym so dumbbells are pretty much out of the question in these circumstances.  These bands give a wide range of resistance and also are able to give me different options of doing various workouts or hitting different body parts.  Now I'm able to take these wherever I travel and get a full body workout in any location I may find myself in.",5.0,"Good, quality product",1346716800,"09 4, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8e'},A36TKZ7T6A4720,7245456313,Brian J. Artman,"[0, 0]",I have to say that I am very pleased with this product. I love the fact that you can stack these for more resistance. I originally bought these as a pullup substitute for P90X because I don't have a suitable doorway for a pullup bar in my apartment and have continued to use them with Tapout XT. A few of the bands have broken but that is to be expected especially since I put them through what I would consider heavy use but they lasted a good amount of time for the abuse that I put them through. I just bought my second set of these and will continue to buy them in the future as needed. A geat product in my opinion.,5.0,Great Product,1348790400,"09 28, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd8f'},A19DAKFL70J21A,7245456313,Brian Mathis,"[0, 0]","As the shoulders get more miles on them I've been finding in more difficult to train.  I opted to give resistance training a try and the B.M.P. five band set appeared to be good way to go.  After the first four days of training I'm very pleased with the progress.  The muscles and other support tissues are getting their work in, but my problematic shoulder joint is feeling no worse for wear.  I've contacted the B.M.P. staff and they too were friendly and helpful.",5.0,Just what the doc ordered,1367452800,"05 2, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd90'},A1KQ5JO9JRLNIK,7245456313,Brian May,"[0, 0]","I am using these bands for P90X and they work GREAT! There are a lot of complaints for bands (these bands included) about tears in bands. If that happens, contact customer support. I got my band replaced for free and it arrived 3 days later. Customer support is AWESOME. Wear and tear WILL happen even when used properly.For my next run at P90X, I'm going to add in the orange and purple bands for that extra range of weight! Great product, great support.",5.0,Great for P90X!,1374451200,"07 22, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd93'},AIELNKDHNILCJ,7245456313,BRNEWFANE NY,"[0, 0]",Great product for a great price! Comes in a nice bag that would be easy to pack. Would definitely buy again.,5.0,Great,1378944000,"09 12, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd92'},A1AI85KI3ZFULA,7245456313,Britain Wilson,"[0, 0]","Great kit. This has all you need making workouts on the road easy. I did have one band break, Black Mountain had a new band out to me in no time. Changing out bands is quick and easy. Love the product.",5.0,All you need!,1359331200,"01 28, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd91'},A3Q75Z6EHDX04C,7245456313,Brian Ng,"[0, 0]","I bought these initially for working up to a pull up because I wanted to tackle the 7 Weeks to 50 Pull-ups Program and found that this set is perfect for everything else I wanted to do aside from that.I recently took these on a vacation where I couldn't be sure what their gym facilities were like and it was very convenient.Light weight, durable, and no tears so far, if you're considering buying them, just do it. They're well worth the cost and convenience",5.0,Well worth it for Travel Exercise,1393286400,"02 25, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd94'},ARJ1UXEQW1ZG7,7245456313,"brogers1990 ""Brett Rogers""","[0, 0]","Bands are good quality and work pretty well. Since I haven't used resistance bands before some more fool-proof instructions would be nice, but the product itself is great!",4.0,Resistance Bands,1361404800,"02 21, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd95'},AIFRG8JI1MFUK,7245456313,"BronxRev ""BronxRev""","[0, 0]","Good for those small exercises that one can't do with freeweights. I use it for slight rehab on a knee. It's perfect for that. With the door stoppers you can get angles that really help (if you have old joints). Of course it's all very light, so I can't see doing anything heavy (for those looking for something to supplement freeweights, such as wrapping around barbells when doing squats and so forth) with these, but they're good so far and seem to be made to last.",4.0,Useful,1379203200,"09 15, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd96'},A1UG3MWSU4Q0FP,7245456313,brooklyngirl43,"[0, 0]","I feel the cables/rubber bands are very very long, its makes certain exercises very difficult and or even impossible if your not taller than 6ft. Other than that the product is great.  I recommamend them.",3.0,Good but can be better,1375747200,"08 6, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847bd97'},AQD8YVEJ8Q417,7245456313,Bruce B. Childs,"[0, 0]","Perfect for stretching and light weight work to increase my mobility and balance and strength to, hopefully, help improve my golf swing.I especially like the ability to use the clips at the ends of the bands to clip more than one to the handles to increase the weight being used.",5.0,Stretching,1395619200,"03 24, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd98'},AK43I90YGIK4Z,7245456313,Bruce Garland,"[0, 0]","I'm 68 yrs old and wanted to begin an exercise program that would help me keep fit, and at the same time be cost effective and not take up a lot of space.  This band set does the trick.  I enjoy using it.",5.0,I think the bands are great.,1395187200,"03 19, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9a'},A3K0GCNYYLAG8E,7245456313,Bruce L Clark,"[0, 0]","This is exactly what I was wanting.  Well made, in a pouch I can carry traveling.  The instructions are pretty basic but I know how I want to use this product.",5.0,Excellent product.  Exactly what I was wanting.,1329177600,"02 14, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9b'},ACIOAR288YJW,7245456313,bruno71,"[0, 0]","These bands are a great addition to any workout routine in place of some more expensive dumbbells.  Being able to mix and match the bands lets you get the right amount of resistance.  I haven't tried the door anchor, but I took an eye hook and screwed it into an overhead beam in my basement and added a carbiner clip.  It works great for pull-ups, chin-ups, shoulders, and back.  It's great to have so many options in one small package.",5.0,A complete workout-in-a-bag,1314144000,"08 24, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9d'},A3GEVMQ38ZEV59,7245456313,Bryank930,"[0, 0]",These bands are great. I really like the removable handles vs. fixed handle bands. The orange band promotion is great too. I got mine the day after I called.,5.0,"Excellent quality, Local company",1361404800,"02 21, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9c'},A2CBKDEFK5R737,7245456313,Bryan B,"[0, 0]","I've read through many of the lower rated reviews and they seem to indicate problems mostly arise from individual band defects, not a defect of the entire line. I've used these for several weeks now and see no problems. Everything is working great and it's an effective workout. Plus from what I've heard of the customer service and the lifetime warranty, I'm optimistic that if I have problems down the line they will be corrected by the company. I'd highly recommend buying this product.",4.0,Optimistic,1390521600,"01 24, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9e'},A32IQXXAZ2HCWC,7245456313,Bryan Mullins,"[0, 0]","I got these for Christmas as a gift and they are a great addition to my home gym. I anticipate using them primarily for shoulders, biceps, and triceps workouts. They seem sturdy, but I am sure they will begin to wear out over time. I cannot imagine a resistance band that will stay in perfect condition forever. They come with a list of exercises which is convenient for getting new ideas for workouts. Also, I don't typically spend a lot of time reviewing products, but they offered a free orange band with a review and that seemed like a good deal to me. It only takes a few minutes to write a review and they are going to send out a whole new strap.",4.0,Nice Product,1388361600,"12 30, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda0'},A2740VB1C1DKB4,7245456313,Buddy,"[0, 2]",We recently purchased these bands to use with P90X. This is a great product at a very good price. Quality construction using quality materials. The bands stand up well to the rigourous demands of P90X. I would highly recommend this resistance bands set.,5.0,Everything just as advertised,1313107200,"08 12, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bd9f'},AL6LV5J01KWUE,7245456313,btaka,"[1, 3]",I have always taken care of my physique with great detail. I travel for work a lot so taking weights with me everywhere I go gets tiresome. I use these on my travels and they are lightweight and small enough to stuff into any luggage with no problem. I have been doing p90x and they are great for the workouts.  I recommend these bands to anyone who is looking to tone specific parts of their body without the hassle of having to use heavy weights. I use them in the comfort of my own home and when I'm in a hurry and don't have time to go to the gym. I bought a second set as well with individual handles for variety purposes. I highly recommend everyone wanting to start a new workout routine and tone up to use them as well as the more seasoned athletes who need to stay fit and in tip top shape. Best bargain for great product!!  I'm super happy.,5.0,Amazing bands at incredible price.  Bought a second set as well.,1298937600,"03 1, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda2'},A1D1M7YZKAHBM5,7245456313,Buffyisadog,"[0, 0]",You can do a full body workout with these. Resistance training is an awesome way to get in shape and these help you get there!,5.0,Who needs a gym?,1395360000,"03 21, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda1'},A1QN0K02QSEE2D,7245456313,buffman,"[0, 0]","These resistance bands are a great tool for home workouts.  We're paddlers, and I wanted something that I could use for strengthening my rotator cuffs in the winter.  So far they're great...I bought a set for each of the family!  My only concern is that where the bands go through the loop for the door jam, it is pinching the band.  So far no problems, but I've only had them for a couple of months.  I'd definitely recommend getting a set!",4.0,Good home exercise tools,1333756800,"04 7, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda3'},A11OOG7KMBZ28U,7245456313,Bum-g,"[2, 4]",I am currently doing P90X and this band kit is perfect for what i am using it for.  Its a very high quality band and havent have any problems with it so far for the excercises that i am preforming.  Also this company has a very good customer service department that will help you with any questions you may have.,5.0,Great Product,1307664000,"06 10, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda5'},A2OCLPXB4DWY4,7245456313,Butlerdidit75,"[0, 1]","Once these bands arrived, I put them to work right away. Usually I'm a weights person, but travel a lot and wanted these to use with 90X. They work great and come with a travel case. Good product and the price is right.",5.0,great product for the price,1304640000,"05 6, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda4'},A2LGOPSBFSKZCL,7245456313,Businessman,"[0, 0]",Don't buy this. My set had little tears and imperfections in the bands. It says to contact them about those things and I did. They said give us a shipping address and they ship me a new set. Never happened. I'm still waiting to hear back from them about this new set. To the bands: it seemed as my set had been used. There were tears and little bits of plastic sticking out of all of the bands. Then one of the outer rings on the backed cracked and broke. And I didn't every get a door hanger or ankle strap... Still waiting on that new set too...,2.0,Disappointed,1375401600,"08 2, 2013",Sports_and_Outdoors,0.0
{'$oid': '5a132768741a2384e847bda6'},A1DFP30JQV2GEG,7245456313,Butternutt,"[0, 0]","The bands work well.  I especially like the ability to add multiple bands to increase the resistance.  This allows for the ability to have greater resistance without having multiple &#34;fixed&#34; bands. The entire set is very portable and good for travel.  I have used the door anchor and it works well without problems.  The bands themselves seem durable.For my needs a set with heavier bands would be nice.  I don't really use the lightest bands. All in all, this is a solid set and I am happy with my purchase.  Stronger folks may want to purchase another heavy band to add to this set.",4.0,Good Product!,1386374400,"12 7, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda7'},A1L2JGN9YYQD4F,7245456313,Bob of OKC,"[0, 0]","Arrived timely.  Excellent  quality materials and metal work.  Instructions could be better, are fairly obvious.  Perfect for the very low price.",5.0,Works Great,1393891200,"03 4, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda9'},A2NOB01UMJPAB9,7245456313,"by ""James71""","[0, 0]","Upon opening, it looks like a Boston Strangler's equipment kit. Seriously...they are perfect for all around resistance rehab or training. Workable for retired folks, too.",5.0,Wow!,1391299200,"02 2, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bda8'},A3MS6NHKKVWBJI,7245456313,B. Witman,"[1, 1]",Can't beat the price for these bands. Comes with five bands from light to heavy. Can stack the bands to add more resistance.  Well made and well worth the money.,4.0,Great bands for the price,1366156800,"04 17, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdab'},A1YDOXWWJVG7DB,7245456313,"B. Zimmerman ""BLZimmerman""","[0, 0]",You get exactly what you expect.  I think I would like to mount these to a wall or door as I believe it will work better.  But works well for my P90X.,4.0,Just As Advertised,1399420800,"05 7, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdac'},A12L03J20R40AS,7245456313,CaliJoe,"[0, 0]","Only thing bad about it is that it smells like like what it is made out of, but it was to be expected.I was really surprised of the total resistance you get when using all 5 bands",5.0,Exactly as advertised,1341360000,"07 4, 2012",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdaa'},A1LYHEG4LPSCMZ,7245456313,B W,"[0, 1]","I admit I'm not an exercise buff at all - so I thought I'd start lite with these. So far so good. Definitely quality, and I no longer fear they will snap and rip my anatomy off during a poorly executed yoga pose. :)Clearly I'm no expert. But they seem like they'll do exactly what they are meant to, and last a good long while. The door anchor is well constructed and the bands are definitely enforced well. I do long for the day they stop smelling like a hospital (latex/rubber scented), but that cannot be half as bad as winding up in one because you got an inferior product. ;)Enjoy 'em. Cheers.",5.0,Quality at reasonable price,1312761600,"08 8, 2011",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdad'},A2PNK4ZY6BXTYZ,7245456313,Caitlin Drane,"[0, 0]",This is a perfect set to keep packed up for when you are traveling.  They don't take up too much room and if you know what to do with them you can get a complete work out no matter where you are.,4.0,Good basic set,1383091200,"10 30, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdaf'},ALD59AIOP8DAI,7245456313,Cameron Drake,"[0, 0]","Haven't been using it too long, but loving the variety that it adds to my home workout routine. Seeming quality product, although the door bearing is a bit flimsy, probably going to make my own that won't snap out with a good tug.",4.0,Great home exercise supliment,1389571200,"01 13, 2014",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdae'},A17LT5FVARHI03,7245456313,Calvin Metcalf,"[0, 0]","As a father who has to watch the baby as my wife works and vice versa. These get the job done for a stay at home work out. Granted I have to mix and match bands for a good tension, but that's what its made for.",5.0,Not bad,1367539200,"05 3, 2013",Sports_and_Outdoors,1.0
{'$oid': '5a132768741a2384e847bdb0'},A3TBTFECNQDQUY,7245456313,canadagurl,"[0, 0]","I use these bands whenever we go travelling, and I need to take my gym with me. They seem very durable so far, and I can honestly say that I highly recommend them.",5.0,Did not dissapoint!,1372723200,"07 2, 2013",Sports_and_Outdoors,1.0
