_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a13282b741a2384e879ab05'},A1LH9G2M92WJBX,0735331138,Raggie,"[0, 0]","A simply wonderful, durable, educational, quiet and engaging toy! What else can a mother ask for?? Thank you for this product!",5.0,AMAZING PUZZLES!!,1314316800,"08 26, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab03'},A3NQUKRM7ZXWUV,0735331138,Colledge4,"[0, 0]","My 2 1/2 year old enjoys doing this puzzle with help from me. The large size of the pieces make it easy for him to put together and with frequent use, they have not started to peel or bend where they interlock. I think these puzzles are a little more expensive than others, but others I have bought have needed repair. I will continue to buy this brand in future.The one small complaint is that the carry bag, although a convenient zip container, has come apart at the seam for both puzzles I bought. Not a big deal because I can simply transfer to another container.",5.0,Well made!,1360195200,"02 7, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab07'},A2WGDVAR0SORKZ,0735331146,"E. F. Porter ""pongocat""","[0, 0]","If your little one loves puzzles and this is in her age level, these pouch puzzles are the best thing I have found to take along. Flat, fairly small, light and uses a good amount of time to put together.",5.0,Throw it in your backpack,1391731200,"02 7, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab06'},AVW0DBE4IZ1WX,0735331146,A. Kozdron,"[0, 0]","A great puzzle for my 3.5 year old. I have bought a few of the puzzles in this series, and they are a great jigsaw starter puzzle. The pieces are easy to manipulate, and there aren't too many. It is easy for them to finish (with a bit of help). The pictures are vibrant (and non-commercial, which is a plus). The zippered pouches work well too.",5.0,Easy to manipulate,1321574400,"11 18, 2011",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab09'},A2D5Z9KLWTDW51,0735331146,Joan Newfield,"[0, 0]","Again, a great price for a puzzle.  The best part is the carrying case.  You can take it with you without worrying about losing pieces.",5.0,Fun~,1341360000,"07 4, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab08'},AI76GDT47DN38,0735331146,J Aldaco,"[0, 0]",My son is 2.5 years old and was getting bored with the shape in a hole puzzles. So I got some starter jigsaw puzzles (12 pieces or so.) While he also likes the Melissa and Doug puzzles he loves the Mudpuppy puzzles so much more. For one they have bigger pieces so they are much easier to manipulate. Also the other poster is right that each piece has a referential on it so that it's easy for him to figure out how it goes together completely on his own.,5.0,Great Beginning Jigaw Puzzle,1333497600,"04 4, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab0b'},A1QI5OQ13I0V3Y,073533126X,Jude123,"[0, 0]","I got these cards so my 4 year old could make birthday Thank yous. My daughter loved putting the stickers on the cards! Though, I had to supervise her so she didn't use too many stickers.  My only complaint is that I wish we had gotten 3 sheets of each sticker design instead of 4 and 2.  We ran out of coordinating stickers to use in the sky scene.  I plan to buy other Mudpuppy card making kits!",4.0,Great for young children!,1370390400,"06 5, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab0a'},A3IID2LJXZ9HJ4,0735331146,Meghan Roberts,"[0, 0]",My son is 2 years and 4 months.  He is a little advanced for his age on puzzles because he really enjoys doing them and practices.  He can actually do this puzzle on his own which is great for a 12 piece jigsaw puzzle.  The pieces are so well made and it has a picture he can refer to while he is building.  Love this puzzle and the dinosaur one as well.  I plan to buy some more of these if they have them!,5.0,Awesome Puzzle!,1327708800,"01 28, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab0c'},AFC4FYXN54A3J,073533126X,"Preschool Mom ""Amanda""","[0, 0]",Children can create their own thank you cards making each one unique.  It is a fun way to get children excited about writing thank you cards.,5.0,Cute Product,1359763200,"02 2, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab0d'},ABZLHQGQS7U9V,0735331146,Elizabeth,"[0, 0]","Such great quality, easy to put together because of the thick, well made pieces. My 2.5-3 year old LOVES them and can do these 12 piece puzzles by herself.",5.0,Mud Puppy Puzzles,1378857600,"09 11, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab0e'},A29NQUC72WK06I,0735331294,Amazon Customer,"[0, 0]",My 2yr old grandson is obsessed with dinosaurs so this was a big hit for him at Christmas. It is a well made product.,5.0,Big hit,1388102400,"12 27, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab10'},A18MG1GPSEAPE9,0735331294,Amazon Customer,"[0, 0]",not as good quality as i am used to from when i was little.  i would not recomeend anyone to buy,3.0,its ok,1377648000,"08 28, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab12'},A1BI31YMD9PQT0,0735331294,"Patricia Pulido ""Little Blosssom""","[1, 2]","My kid loves dinosaurs, he is 2 years old.The graphics are very pretty, but there is not much space to play with the magnets  plus they pieces dont match so you have to overlap. My son was not that excited... he played for 3 minutes and that was it.",3.0,not much space.,1323216000,"12 7, 2011",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab13'},A1FY2BO24LUGJX,0735331294,AZTucsonAZ,"[1, 1]","It is a wonderful, beautiful set of dinosaur parts. The scenes are small, but a child can spread out by putting the dinosaurs together on the fridge door. The colors and detail are amazing. Ideally, we would have two of these sets, to be able to create more dinosaurs. We have a 28 month old who is putting together creative 6-legged creatures and realistic dinosaurs, after I show him once how to do it (he wants me to show him how to do it right-how to put together the red one, or the yellow one, etc. The only problem is that the parts are small, so they can easily get lost unless the child supervised and the caretaker is not absentminded. The magnets stick very well, and there is lots of room for creative assembling.",5.0,beautiful magnets,1377648000,"08 28, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab14'},A25OBBQSTIOQAJ,0735331316,"A. Skoviera ""boy's mom""","[1, 1]",He always wants to bring toys to dinner but most things are kind of big and loud. This is small and magnetic so it stays together!! He can change it up a million times and we are not wasting paper!! Or bringing a ton if stuff! All stays in one case as well! Perfect.,5.0,Cool idea,1363824000,"03 21, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab16'},A317BS21TXVWAA,0735331316,Judy Barney,"[0, 0]",My 5 year old grandson is a rocket enthusiast and loved this at Christmas.  Quiet activity and Good for travel,4.0,Great for 5 year old,1390953600,"01 29, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab15'},A12Q1Y165CNFPE,0735331294,"stonecoldbroke ""stonecoldbroke""","[1, 2]","For a Mudpuppy product, I am generally not impressed with the quality and concept of this product. I didn't buy from Amazon but from a toy store on impulse. It basically consists of good quality magnetic dinosaur parts, poor quality scenes and a below average quality tin box. Basically the child lays a scene sheet (thin paper with double-sided printing coated with a glossy wax layer on both sides) on the inside of the tin and assembles the dinosaur pieces on it. Each of the 2 sheets crumple easily and don't look durable for destructive kids. Mine crumpled on first use. I generally love Mudpuppy products but feel this magnetic series could have been better designed with the scenes made magnetic so that each side may hold pieces from a different dinosaur. Right now, because the scenes are not magnetic and that the tin is pretty small, the magnetic dinosaur parts have to be jumbled together as not every piece is able to fit on the tin and makes it so time consuming to sort out which parts belong to which dinosaur. Hopefully your kids are patient unlike mine.",2.0,Unimpressed,1377648000,"08 28, 2013",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab17'},A3C5IHY4F15D26,0735331316,Kumara,"[2, 2]","We got this for our 15 month old son for an upcoming extended trip. This entertained him (and his parents) for long periods on-the-go. It's a novel toy every time you play with it since you can ""build"" different spaceships and there are four different scenes. The only downside is the really tiny pieces you have to be careful not to lose (or may pose a choking hazard--however we never encountered this as an issue). Fantastic product and highly recommend--not just for 6+.",5.0,Lots of Fun in a Small Package,1352160000,"11 6, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab18'},A1Q0XJKLMVKSR2,0735331316,tkstewart,"[0, 0]",My son loves this.i gave it to him to occupy him during a flight and he was busy the whole trip.,5.0,Great travel gift,1399248000,"05 5, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab1b'},A3Q2U80KRM4YCS,0735331332,"K. Ryen ""Mom of 2""","[1, 1]",Cute travel toy!  I am sure we lost some of the smaller pieces though on our 10 hour road trip.  Nice container to keep everything together for the most part,4.0,Sweet toy,1339027200,"06 7, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab1d'},A17BIO7NK4R6MI,0735331340,"Amazon Customer ""pjdb""","[0, 0]",Liked this for the students I work with - due to small parts I do have to supervise - but I knew that. Like the portability of this item.,4.0,Funny face magnet case,1392422400,"02 15, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab1e'},A2ZOCOJ6SIL8N5,0735331340,Mary Rosner,"[0, 0]",This is a great value for the price. The kids think it is fun and enjoy playing with it. I would buy it again.,5.0,Great Value,1390176000,"01 20, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab1f'},A1JQ6ANBB0LDBO,0735331340,Njwiss,"[3, 3]",My almost four year old Grandson loves this thinks its fun to make the different faces and it is easy to use.,4.0,Nancy's,1358467200,"01 18, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab1c'},A1FARW92NY7H8M,0735331332,momof3under3,"[2, 2]","I purchased this for my daughter's first plane ride. It was perfect! The magnets are strong, the tin box is sturdy, and the pieces are very cute. She was very entertained during the flight, and has played with this set many times since we arrived back home.",5.0,Great for travel!,1337817600,"05 24, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab20'},A1VG4VK9048GK6,0735331340,N. Stuth,"[0, 0]",kept two year olds attention on plane,5.0,Five Stars,1404691200,"07 7, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab21'},A2RPLEHP1N95EB,0735331472,Alexia Renzi,"[0, 0]","Sort of harder than i thought, my 3 1/2 yr old still needs help to put it together. Magestic and pretty picture; and comes in a cute box.",5.0,But it's a pretty picture and comes in a xute bix,1404518400,"07 5, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab22'},A39M4JVGKMV1LT,0735331472,Amy,"[0, 0]",We love Mudpuppy puzzles in our house.  We have several of these and they hold up to lots of use.  The pieces are easy to fit together and the box they come in is very easy to store.  The illustrations on this mermaid puzzle are adorable.  We've bought several as gifts as well.,5.0,Well Made and Super Cute,1345939200,"08 26, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab23'},A2A22P5N5VHLC1,0735331472,Amazon Customer,"[0, 0]","Fun activity for 5 year old twins when bad weather and no school keeps hem indoors and looking for something to do. The pieces are sturdy and the storage box is, too.",5.0,Love these puzzles,1389312000,"01 10, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab25'},A31EXAMYS181Z9,0735331472,lks99,"[0, 0]","Finally found a puzzle my daughter enjoys doing! We have lots of puzzles but it took one with mermaids on it for her to happily sit down and do it. It's a really pretty picture with just enough challenge to make it interesting but not frustrating for a young child. The size is just right for working at a coffee table and the box is perfect for a young child to take out & put away all by herself. In all, very pleased with this purchase.",5.0,Great puzzle,1400284800,"05 17, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab26'},A2WGDVAR0SORKZ,0735331952,"E. F. Porter ""pongocat""","[0, 0]","Love the concept, and this is great for traveling.  We took it on a two week vacation and it went easily into my suitcase. Only problem I will mention is that it not very sturdy so it has to be played with by a gentle child. My granddaughter loved the idea of the toy but she tends to be a bit rough at first.  Once she saw she had to treat it gently she got lots of fun time with it.",4.0,"To market, to market",1387152000,"12 16, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab28'},ABOTU4A52YTAQ,0735331960,Texas Hank,"[5, 5]","A puzzle is a puzzle, I'd give it 5 stars it if were just that.  BUT, this puzzle was supposed to help with counting.  The number 10 only has nine snails.  I find this to be an issue as all you have to do is put 10 snails on a number 10!1 star for that issue.",1.0,"Great you made a puzzle, now learn how to count...",1354406400,"12 2, 2012",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab27'},A3RETXRXEHU2GC,0735331960,LimePiranha,"[4, 4]","First about the missing snail or ""snail fail"".Our puzzle was one sail short as well, however I e-mailed the company and they have reprinted the puzzle correctly and are sending me a reprint for free.So if you happen to get snail shorted all it takes is just an e-mail to Mudpuppy.About the actual puzzle, my 2 year old son loves it!!He was rapidly outgrowing the wooden puzzles and I wasn't quite sure where to go next, I was excited to see the age range on this puzzle included age 2 so I bought this one.It has become his favorite! It's fairly large all put together and all of the pieces are sturdy. The pouch is good for storage and we play with this puzzle at least once every couple days.With my son's attachment to this puzzle, combined with the great customer service I received from Mudpuppy I am definitely looking forward to buying more of these puzzles!",5.0,Awesome Toddler Jigsaw Puzzle,1357776000,"01 10, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab29'},A1OPPKUKMTXX6E,0735332002,terezaj,"[0, 0]",my student enjoy using this during center time for science.  I teach Kindergarten and  needed some more science center  items on the seasons.,5.0,great for a science center,1398297600,"04 24, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab2c'},A1T11GT370X10X,0735332223,"T. Flowers ""tea113""","[0, 0]",My 2 year old loves this. He brings it to me to play every night. I am so happy that I purchased this.,5.0,Awesome!!,1362355200,"03 4, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab2b'},A15Y9DCC5MOL0L,0735332223,Steph,"[0, 0]","Love the mudpuppy pouch puzzles, we have many and I keep buying them even though they're a little more expensive because they are good quality and the pieces fit together so nicely. However, this one came with the cardboard pieces warped so it doesn't go together very well which was disappointing. It makes it frustrating for a 2 year old to do.",3.0,Pieces of puzzle warped!,1394150400,"03 7, 2014",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab2e'},AVEC4QHUZ6UWV,0735332223,AL,"[0, 0]","We have other Mudpuppy puzzles that we like, so I purchased this for our two-year old.  He reads the Very Hungry Caterpillar book at school, so enjoyed having that tie.  He's a pretty good puzzler though, so after a few times putting it together successfully on his own, he was a bit bored, but it's nice to have it in the toy box.",5.0,Nice puzzle,1367280000,"04 30, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab2f'},A2PWOJ24VCHO5V,0735332258,Artgrrl,"[1, 1]","This set is in a convenient box and has many many little detailed pieces. My 4 year old loves designing different types of houses! There are even great little pets that hang out in the windows and on the porches! My kiddo loves letting the pets roam around the yard and check out all the features she places, which leads me to think she'd really love more living creatures to inhabit these places. This would be a great travel toy because you can't play with it unless it's in the box. Everything sticks in there. The one gripe I have is that it looks like there are 4 different cards to play with, but there are only 2 cards front and back, and they all fit inside the box, so you can only really look at one at a time, 2 cards max if you spread it out on another magnetic surface like a fridge. Not a big deal, but just a little crowded when trying to play.",5.0,My daughter loves it!,1381276800,"10 9, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab30'},A2ON7KQXB9GHNN,073533224X,Mom in DC,"[5, 5]","Perhaps I misunderstood the description, I was hoping to receive different kinds of airplane magnets (biplane, jet, pontoon, etc) that my kids could place in scenes and make up stories.What you get are three sheets of airplane parts. Wings, body, tail, wheels, propeller - all different kinds and colors. The unfortunate part is that the pieces are drawn in perspective, so they will not line up correctly. Also, not much to do after the airplane is built (each side of the tin container is really only big enough to build one airplane).We have other magnetic tins and they are great for travel (long car rides, planes, or waiting in restaurants), but I am afraid this will not be added to the collection.",1.0,Not what I expected,1356480000,"12 26, 2012",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab31'},A1HS93R6D20S73,0735332258,Russbetsy,"[0, 1]","We have several different sets of these magnetic toys.  They are self contained--no small parts all over the floor, very portabke and giid for many",5.0,All f the Mudpuppy toys are wonderful,1365724800,"04 12, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab34'},A24TZ1PYV2JNM0,0735332320,Kids Toys purchaser,"[0, 0]",Who doesn't like a puppet?  These finger puppets are easy for any child starting at three-years old.  They just put two fingers in and away the go.  They stimulate stories and fun.  The cardboard is very durable.  We had a ball!,5.0,Okay how cute area these?,1369353600,"05 24, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab35'},A39M4JVGKMV1LT,0735332320,Amy,"[0, 0]",I bought these for a long car ride to Florida.  My 4 year old daughter loved them.  She made up story after story from the back seat.  They are made of thick cardboard with the design printed on the front and the back.  We are giving these out to her friends for Christmas gifts.  Love these :),4.0,Great for Imaginative Play,1354147200,"11 29, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab36'},A3BECKXR8JZ8W,0735332320,"M. Johnson ""justme""","[0, 0]","I bought these for Easter last year--each of my children got one puppet in their basket.  They are adorable, and surprisingly durable...only one casualty in 9 months (and I have 5 kids that are 6 and under...it gets pretty crazy around here).",5.0,Durable finger puppets,1386460800,"12 8, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab32'},A1DD9MSMEKYOVW,0735332258,I &#60;3 Baby Toys,"[4, 4]","I bought this for my 3 year old (and some of the pieces would be too small for any child under that age), and she loves it...but entertainingly, so did I and quite a few people at work (all of us 30+), as we had no self control and had to open it up and play with it for a little bit before I gave it to her (uh, to &#34;test&#34; it out).  It is a lot of fun to play with either on your own or with someone else - trying to architect the house together.  This one and the cupcake/bakery set are really both adorable - and my daughter has sustained an interest in both for a long time.  We've had the bakery one for over a year, and although we've lost many of the magnets, she returns to it all the time.  (I just bought this house one recently, but I assume it will be a similar fascination).  One thing I will say - having had the cupcake one for a while - the box did eventually dent, and with both of the sets, I've found it a little frustrating trying to get the cards out of the box (as they stick in there really well)... my daughter is actually better at removing them than I am (!!!), and I'll note the company who made it was very thoughtful in scalloping the bottom to make it easier.  The magnets are pretty strong.  I really do recommend this - especially to bring to restaurants or on a plane (or maybe for an older kid, the car - but I know we would lose the pieces if I gave it to my 3 year old while driving!).  This would be fun for both girls and boys.",5.0,great fun for wide range of ages,1388016000,"12 26, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab38'},A26ZYK062X4AXQ,0735332339,Mudogal,"[0, 0]",Forest animal puppets are good for creative play and are made of nice sturdy card board so can with stand little hands.,5.0,Finger Puppets,1368057600,"05 9, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab37'},A1UCPXK2JMRXP,0735332339,Mrs. Lewis,"[0, 0]","These finger puppets are so much fun!  I actually purchased multiple sets, and have also given them as gifts with books that fit the theme.  My first grade students and I even used the idea of the holes at the bottom to create our own fairy finger puppets during a rainy day recess.  I wouldn't let a little one who might want to chew or suck on these handle them unattended because they're basically the thickness of a board book.  These are definitely a good value for the low price in my opinion and they can be used for so many things.",5.0,world of possibilities!,1366502400,"04 21, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3b'},AO1Z5I02WPKPC,0735332363,flalala,"[0, 0]","This is the nicest puzzle we have.  The pieces are sturdy and fit together very nicely.  My son can't really bend or fold them, but they are nicer than the wooden pieces we have in other puzzles.  The quality is excellent.  The drawing is nice also -- easy enough, but challenging enough, for a 3 year old.  He got it for his 3rd birthday and is still interested in it 5 months later.",5.0,"Excellent quality, durable pieces, nice puzzle",1366848000,"04 25, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3a'},A32Y42XGTGRJSF,0735332347,EAP,"[0, 0]","These are cute and sturdy finger puppets.  They served their purpose as one of the party favors for my daughter's birthday party.  However, there are only 5 to the package, not 6 as stated in the description.",3.0,"Cute, but inaccurate description",1352678400,"11 12, 2012",Toys_and_Games,0.0
{'$oid': '5a13282b741a2384e879ab39'},A39M4JVGKMV1LT,0735332347,Amy,"[0, 0]",We are huge fans of these little finger puppets.  We have several of these and can't wait to buy the robots and mermaids as well.  Anything to get my kiddos imaginations going is a great buy in my book :),5.0,Love these!,1357084800,"01 2, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3c'},A1AYIA0KWTG3LA,0735332347,"Coffers Ofgold ""Kid's Lit Lover""","[0, 0]","My intention for these was to use them at restaurants while waiting for the food to come out. Children love puppets that they can walk around with their fingers, and their imaginations fill in all the other details. These are so easy to send in the mail or to carry around for emergencies! Great as party favors or for party loot bags, too!  They come in other varieties...in addition to fairies!",5.0,"Super, Portable, Mailable, and Fun!",1380672000,"10 2, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3e'},A1O4O0U5MY5FUP,0735332363,Laurel Dianne Kramer,"[0, 0]",My 5 year old grandson very much enjoyed the color and subject matter and the size meant that it was easy to avoid losing peices. He needed little or no help so is apparently well on his way to the next level.,5.0,Aid to Develo[ping a Child's Sense of Order,1375833600,"08 7, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3d'},AVUJJ0O4KCM58,0735332363,Jan Klaar,"[0, 0]","This is one of the best jigsaw puzzles out there for 4-year-olds. The pieces are large and easy to handle -- about 4 x 3 inches. The design is simple enough, with clear demarcations of colors and objects, so that a young child can identify which pieces belong to which animal. The dinosaurs are cute, well drawn, and not at all scary. Finally, the construction is super solid, the pieces fit together well, and they're printed with nontoxic inks. Best of all, kids can really do it, and they gain confidence in doing so. It straddles the line between allowing some image matching -- each dino is a different color -- while teaching them to think also in terms of shapes.",5.0,Perfect puzzle for preschoolers!,1352851200,"11 14, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab3f'},A3NGK8XXWSP0SP,0735332371,"C. Walton ""carmen""","[0, 0]",Our 3 year old has played with this a ton. It's small enough to take with you anywhere. It also works on the fridge. Highly recommend.,5.0,Great toy!,1364256000,"03 26, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab40'},A22X9EHVULDUSZ,0735332398,alicedonut,"[3, 3]","We love this puzzle!!!!  It has great artwork, lots of fun vehicles and characters!  My daughter is 4 1/2 and loves it.  This is a high quality puzzle that comes in a really cool container for storing.  We are a huge fan of Nate Williams' artwork and this puzzle is another example of what a talented artist and the great work he does!  This is our first Mudpuppy product and we are very impressed with their quality.  We will definitely buy Mudpuppy products in the future!",5.0,"Great artwork, high quality puzzle",1336003200,"05 3, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab41'},A26VWRA6PF2PKE,0735332398,Antonina,"[2, 2]","I love Mudpuppy's puzzle, they are great quality. But this one is a little bit complicated even for Adult. My son 2.8 doesn't want to play with it. Maybe later.",4.0,Nice puzzle but complicated picture,1334361600,"04 14, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab42'},A1JTDCFRJGY2L,0735332401,"Amy Smith ""A. Smith""","[0, 0]",The quality of this puzzle is excellent.  Pieces fit together perfectly. Lies flat.  Picture is cheerful.  Will buy more of this brand.  A little better than Ravensburger brand.  Far better than the no name brands.,5.0,Great,1357516800,"01 7, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab44'},A6WA756S8KXP3,0735332479,gretchen,"[0, 0]",This was a gift for next doors grand daughter. She loves it the lock is a little cheap but its fine for 8 year old,5.0,gift,1357084800,"01 2, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab43'},AY8W7PDJ9BSUQ,0735332479,boleyzstar,"[0, 0]","My daughter asked for a journal or diary for Christmas and this is what I bought her.  She was ecstatic.  With the adorable mermaid.. sea green background, lock and key.. she couldn't have been happier.  At 10, privacy is very important when you have older sisters, lol.  Fantastic product at a great price!",5.0,Adorable diary,1356393600,"12 25, 2012",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab45'},A3S41EKV95O0LD,0735332479,jessica,"[0, 0]","The mermaid diary exceeded our expectations!!! My daughter was absolutely elated when she saw it for the first time!!! It's gorgeous, cheerfully colorful, durable hard cover, no problems with lock. So worth it!",5.0,"Beautiful, perfect girls diary gift!",1390435200,"01 23, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab46'},A2NUQBSYC8ZPNJ,0735332479,Linda L.,"[0, 0]","Ordered for my 7 year old Granddaughter, now that she is at that little girl age of wanting her own Private Things to write down, she loved that it had its own lock and Key.",5.0,Mermaid Diary,1379635200,"09 20, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab48'},ASSHPKQBFZPB5,0735332665,"M. C. ""lovestoread""","[0, 1]","Cute puzzle, just wish the picture was a bit bigger, My daughter likes to see and study everything, and it's all so small on this puzzle.",4.0,Nice,1379980800,"09 24, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab49'},AJT9EN8K6LXJZ,0735332681,Belinda Tey,"[0, 0]",He loves the puzzle by the 3 rd day he completed the puzzle on his own he is 2 1/2 he's learning to say the and also,5.0,great puzzle,1390780800,"01 27, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab4c'},A3CCT7YJ13RXSC,0735332681,Britta,"[0, 0]",Great quality and the artwork on all of the Mudpuppy products is very appealing! My 3 year old daughter loves this puzzle!,5.0,Preschooler Must Buy,1385856000,"12 1, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab4b'},A1H4ANRC14B1QA,0735332886,erock,"[0, 0]","My 2 year old son loves this puzzle.  He just turned 2 and hasn't had experience with puzzles at all.  But he LOVES construction trucks and is learning his colors & matching.  So, this was a great purchase.  He seemed to master it quickly yet enjoys taking it apart and redoing it.  The pieces are quality & solid cardboard and bright colors.  I think a child much older than 2 will find this puzzle boring however, so you may want to move to a larger puzzle with a bit more complexity if you have a 3+ year old.",5.0,2 year old loves it,1374537600,"07 23, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab4e'},A2YPHVX6YCHVZE,0735332894,Danielle Preske,"[0, 0]","My two year old twin daughters received this puzzle and the zoo puzzle around 18 months old.  They love putting it together and are able to match the colors and name the colors.  The reverse is a color wheel.  They enjoy both sides of the puzzle.  Now they are naming the princess, prince, horse etc.  I would recommend any of these puzzle wheel themes for a starter puzzle for toddlers.",5.0,Great beginner puzzle,1387152000,"12 16, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab4a'},A18BTF5O4H0YTU,0735332681,springsandra,"[0, 0]","This is the absolute best jigsaw puzzle for a precocious toddler / preschooler who loves his/her letters!  My daughter will be 3 next month and is very into the alphabet and doing puzzles.  I got this as her first 25-piece puzzle (she's mastered her 12-piece ones) because I thought it would make stepping up to the next level a little easier since she can find the letters (and matching pictures) in order to put it together.  It has worked out as well as anticipated.  The pieces are large, and perfect for her little hands.  They are firm and have stood up well to her little brother's curious nibbling, although they do start to shred if he teethes too hard on them (I wish I didn't know that).  She mastered the puzzle in just a few days, but still loves to construct it and then recite the alphabet and identify all the pictures with each letter.  We love mudpuppy puzzles and I am happy we chose this one as we transitioned to a more complicated and larger puzzle.  My 5 1/2 year old niece really enjoyed doing the puzzle this past weekend as well.  I really like the box, and its rope handle, too.  Makes for easy clean-up, storage, and transporting.",5.0,"Great choice for a 3 year old and 5 1/2 year old, especially if they love letters!",1386028800,"12 3, 2013",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab54'},A3FFY8SLBK89ES,073533305X,"B. Rachal ""msbrachal""","[0, 0]",The size of this puzzle is perfect for my 3 yr old.  Also the I love how sturdy and durable the pieces are.  Would recommend this company for puzzles for kids.,5.0,great puzzle,1390262400,"01 21, 2014",Toys_and_Games,1.0
{'$oid': '5a13282b741a2384e879ab53'},ABKGN0ETNUNOA,073533305X,Beth S,"[0, 0]",I bought this as a secret santa gift that I divided up and give the child a couple pieces a day till christmas. They loved it!,5.0,Adorable puzzle,1391731200,"02 7, 2014",Toys_and_Games,1.0
