_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class
{'$oid': '5a13242d741a2384e88f3fb2'},A2ML1ZBZ75I058,0972683275,"Parrot Queen ""BIRDLADY""","[0, 0]","We used to have a larger TV that sat on a shelf in our 5th wheel. It had fallen a few times, when we forgot to place it on the floor before driving. My husband uses our trailer for staying on site at his job. We ended up buying a small flat screen TV and this mount is so great, it swivels so we can view it anywhere in our trailer. When we travel, no need to put the TV on the floor. all we do is secure it to the wall by putting a bungie around the TV and the mount and we're ready to roll. Thank you",5.0,BEST accessory for our RV,1359590400,"01 31, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb4'},A1BV6SSYN6ITUD,0972683275,"P. Apodaca ""BNSFENGINEER""","[0, 0]",This mount works perfectly...I purchased one about two years ago for a small garage TV and now for a larger bedroom tv and they both were a breeze to install and they work great.Quality material for a great price!,5.0,Perfect,1323388800,"12 9, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb5'},AQIBGC2OCCAHQ,0972683275,"Patricia Murray ""trader54""","[0, 0]",It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.,5.0,Good,1403913600,"06 28, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb3'},A2BQ69HXT2EZ5E,0972683275,pascohernandofishing,"[0, 0]","Well, it was super hard to anchor for me, it was going into a concrete wall with drywall over it.  I need super long anchors to reach the concrete block and anchor this thing securely.  I guess if you are satisfied with anchoring the mount into the drywall it would be much easier but I wanted it to be super solid!  I also needed to buy adapters to mount a VESA 400 TV.  So now it is supporting a 32"" LCD and is rock solid.  Overall I give the product a solid 4 stars!  Another point, all of my TV's over 30"" have a VESA 400 mount so expect to spend another $15 on adapters for this item to support televisions it says it supports.  Would have given five stars if it would support a VESA 400 mount.",4.0,Strong and secure! Wish it would support VESA 400,1333411200,"04 3, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb6'},A3JBRHRYUITFDN,0972683275,Patrick Caplinger,"[0, 0]","Works great, easy to install, and fits almost any TV. Love the tilting feature. It has a low profile when you want the TV flat against the wall, so that keeps everything out of the way.",5.0,"Great buy. Fits 46"" TV perfectly",1360022400,"02 5, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb7'},ARVMH02CVVJBV,0972683275,Patrick Dagenais Sr.,"[0, 0]",I received the proper item. not the one pictured here. it fit almost perfect. minor adjustment. works as stated. I am completely happy with this purchase. rated 4 star because of minor adjustment. would recommend to a friend/.price was very low. compared to other stores.  pat.2378,4.0,item pictured is wrong item,1363651200,"03 19, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb8'},A3EIH3FETBO3Z3,0972683275,Patrick Liddell,"[0, 0]","Mounted a 42&#34; Vizio.Pros: Mount is sturdy, fit TV, and is a great valueCons: Articulating the mount could be easier, but it really isn't that bad",4.0,Good product,1360281600,"02 8, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fb9'},ADJVSS1OZ4RM2,0972683275,Patrick Pugsley Jr,"[0, 0]",The versatility of this bracket to be used on more than one size television is very remarkable.  Would recommend to anyone,5.0,Ease of use,1372723200,"07 2, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fba'},A1EAXVLKPVL8W5,0972683275,"Patt in Ft. Lauderdale ""PATTSDESK""","[0, 0]","Good quality.  Must mount on a stud.  I mounted to a metal stud by cutting a rectangle hole in wall, adding a 2 ft 2x4 in the metal stud track, patched the hole and then put up the mount.  Holds a 37&#34; TV without a problem,even added a DVD player to the bottom of the TV and it is still on the wall after about 8 months.  Price on this item was great and it was sent with FREE FREIGHT!",5.0,A real SWINGER,1362700800,"03 8, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fbb'},A1HMMR78CDCNB,0972683275,patwersjd,"[0, 0]","This mount is just amazing, the price is unbeatable, its extremely easy to insall, definately gonna buy more for my next projects.",5.0,Awesome,1297555200,"02 13, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fbc'},A32QNGGSX3YTAH,0972683275,Paul Lesperance,"[0, 0]","This item didn't disappoint. It's sturdy, has all the screws included for different flat screen models and yes, it works well.",5.0,very good value,1289952000,"11 17, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fbd'},A2YO6DRFFWB5D2,0972683275,Paul Dexter,"[1, 1]","Been using this for at least a month now.  Using on a 32&#34; so it does a full 90 degree angle.  Most of the time is just sits like that, so the mount is definitely strong enough.  And it folds too if I just want the tv against the wall.  Definitely worth the cash.",5.0,Great Deal!,1374192000,"07 19, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fbe'},A2TYW6QLYACPVL,0972683275,Paulo749,"[0, 0]","Could not be happier, absolutely perfect.Clean looking solid build, beat the shat out of  my bedroom unit (payed twice as much)",5.0,Great,1377388800,"08 25, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fbf'},A29OJBE89XRIW6,0972683275,Paul Rosenfeld,"[0, 0]","After buying one for my 47&#34; LED TV, I ordered 2 more for my daughter's sets. It goes up easy, adjusts to any position. It folds flat against the wall and had a low profile. for the money and 2 day amazon prime shipping, you just can't do better.",5.0,Great Wall Mount,1381449600,"10 11, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc2'},A3LSDUV9HSY66,0972683275,Pen Name,"[0, 0]","Product arrived on time and was easy to assemble. Just as easy to hang on the wall and is currently holding a 46"" Sanyo.",5.0,Great product,1363737600,"03 20, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc0'},A35AY98EAZ8OB,0972683275,Paul Steelman,"[0, 0]","This thing is amazing at any price point, but at this price it is incredible. Easy to install. Adjustable. I took it apart at the middle, to mount one side to the wall, the other to the tv, then reconnected in place. 1 person job.",5.0,Why would you buy anything else?,1353628800,"11 23, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc1'},AKY4Q90DE9AO9,0972683275,Peanut,"[1, 1]",We mounted a 36 inch TV. The 180 degree articulating arm is used fully extended and rotated 180 degrees on a regular basis. The tilt stays as positioned and will not move unless it is re-adjusted. Better quality than I expected. Exception is the plastic cover that hides the mounting screws. This is a mute point as it does not affect the function and does not show. Made in China.,4.0,Price is right- Recommended,1372809600,"07 3, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc3'},A1FFCR74WU1E6Z,0972683275,Pen Name,"[1, 1]",This worked perfect.  The universal design would fit 99.9% of the TV's as advertised.  Easy to mount and very durable.,5.0,Exactly what I wanted,1392422400,"02 15, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc4'},A1IXF1F4DMS1XO,0972683275,Paul V.S.,"[0, 0]","Easy to install, works perfectly on a 40"" Westinghouse LCD!  Includes all hardware required for almost any application.  Highly recommended!",4.0,Excellent Value,1360972800,"02 16, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc5'},A1R4KD3T10FOG0,0972683275,Penney,"[0, 0]",Great mount that gives you all the features for 360 viewing.  Follow instructions and enjoy your flat screen TV as never before.,5.0,Bedroom wall Mount,1392768000,"02 19, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc6'},A1MYNY918JSFCE,0972683275,Philbert,"[0, 0]","I mounted my 32"" TCL which isn't a very heavy HDTV, but it makes the mount flex a bit more than I like. Not a soid mount with a 32"" tv; less weight and smaller tvs should be fine.If you want a really solid mount for a 32"" and up, spend the money and go better quality. I am a professional satellite installer and know how to find the stud, and mount it level and true. This is just adequate for the never-move situation my 32"" is for, but for a tv needing some occasional motion I would listen to my cautions, and go better and heavier...something spanning 2 studs for support.",3.0,"Good mount, great for lighter TVs, or less than 32""...just OK for 32"" but no more.",1341619200,"07 7, 2012",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3fc7'},A3HJ888Q5EOO66,0972683275,pepino,"[0, 0]","Heavy duty construction, easy to install, could have easer adjustment knobs as I use this on an RV and constantly make mount adjustments. Other than that this is a great product for the price and I would recommend it to anyone.",4.0,Wall Mount,1309564800,"07 2, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc8'},A2DZQFJ8A43OB3,0972683275,Phil,"[0, 0]","This is not a high cost unit so i didn't expect too much.  It worked well and has given good service now for two years.  It could have a better cable management system on it, but I don't expect such frills at this price.  This is solidly made, no complaints",5.0,"Low cost, well made and no problems",1393027200,"02 22, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fc9'},A3VMCFOCPL3R7Q,0972683275,Phillip Burnside,"[0, 0]","Look at what they charge out at Best Buy, etc.  Get this and save our $$$$!  And it came very promptly.",5.0,"Great product, great price.",1359763200,"02 2, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fcb'},AL29YSP075B3G,0972683275,Pilot Rob,"[0, 0]",Easy to install.  Has all the necessary hardware included.  Nice solid mount for my 42 Plasma and I installed another for my Brother's 42 LED TV.,5.0,Nice wall mount,1377820800,"08 30, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fca'},A2C4YXP64SJSDR,0972683275,Photographer,"[0, 0]","Perfect... This works great.  I went to Costco to see how much the wall mounts were there, I found it for around $180. I figured why not check on amazon, I found it there for $25.  It came on time, Exactly what I ordered it is not plastic its metal strong. Even though I only put a 24 inch TV on it I would be perfectly confident putting any size TV on it. I love it!!!Pro'sWell MadeMetalStrongEasy Set UpSeveral Mounting FigurationCon'sNone",5.0,Perfect,1321056000,"11 12, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fcc'},A3P1AEV6KGPSYM,0972683275,Pipeman,"[0, 0]","I gave this product four stars because 1. its weight, which was substantial, not plastic or flimsy 2. Ease of installation 3. Sturdy, there was no sagging or loose parts once TV was attached 4. The price was outstanding for the product received.I would have given this 5 stars, but have only had it for a few days. Time will tell if it is as good as first impressions.Even so, I am ordering two more for the other TV's in our house. Very satisfied.",4.0,Surprised at the quality,1383436800,"11 3, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fcd'},A3KSID0WUMUHZG,0972683275,ponjuhalla,"[0, 0]","As long as you know how to use a level, a stud finder, a drill, and a wrench you can easily install this mount.  After shopping around at a whole bunch of stores I realized that you couldn't find one for this cheap, so I picked it up and was amazed with how well it was constructed.  Just a note, having 2 people help a lot just to making lining up parts easier.",5.0,Great Mount,1306800000,"05 31, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fcf'},A3BM1LI2E1F8P2,0972683275,Pooh and Murdoch,"[0, 0]","This wall mount for flat screen TVs or monitors installs easy and works well. I have an older Samsung 32"" flat LCD. It took less than 15 minutes to install, a novice installer maybe 30 minutes, and it comes with a variety of fasteners for the wall and TV. Easy to understand instructions and some wrenches included too. Packed well with no rust or finish defects.",5.0,Worthwhile TV mount,1339027200,"06 7, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd0'},A39IMVHNMDZU0I,0972683275,powella8,"[0, 0]","Bought three of these to mount two 37"" and one 32"" tv around the house. Very sturdy and zero complaints",5.0,"Great product, great price",1323561600,"12 11, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fce'},A2HLEMX0FEQ1YR,0972683275,P. Kilmartin,"[0, 0]","I bought two of these mounts for two different size TVs. (36"" Vizio and a 27"" Sony with built in DVD).When I looked in the different stores, I was very disappointed in the price.  Most were anywhere from $60 - $100.  When I saw these on Amazon, I took a chance and was very glad I did.  I don't plan on moving the TV in and out all that much, but wanted it flexibility - just in case.  They installed with ease, came with more than enough screws for most any TV.  Both are working great and have no problems what so ever.  I would buy them again.",5.0,A good mount at a greeat price,1318550400,"10 14, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd2'},A2SUMK3BDIUG4Z,0972683275,PORTIA COLEMAN,"[0, 0]",It was easy to put up. I like the way I can move it around.  Overall great product. I would recommend this to anyone.,5.0,TV wall mount,1393286400,"02 25, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd1'},A2441IHTNYIN5D,0972683275,"P. Pearson ""old musician""","[0, 0]",Strong and easy to install. Fits my old flat screen and new flat screen. Nice for the bedroom where you can angle the TV for your comfort.,5.0,easy,1391904000,"02 9, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd3'},A3MTB981M61PNW,0972683275,Prof. Elm,"[0, 0]","This mount was purchased for a 24-in monitor.Primarily because it allows the television to be moved to several different positions. The construction of the mount is extremely sturdy. The included HDMI cable is just the icing on the cake. The instructions are clearly labeled.For the price, you simply can't get a better deal.",5.0,A good wall-mount for an unbeatable price.,1314230400,"08 25, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd4'},A1HM9UYHIQ3YM2,0972683275,prw,"[0, 0]",This is one of the better one's out there.  With the adapters I can't imagine any TV this would not work with.  I am actually going to buy another one.,5.0,Nice Mount,1401062400,"05 26, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd5'},AUOF7KMZRE4RG,0972683275,queen813,"[0, 0]",The only discreption I have is the tools that the kit came with. Because I do not own any I had to resort to the tools they provided which were difficult to use when installing. It would have been great if it came with a stud finder as well,4.0,Great,1312588800,"08 6, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd6'},A2R8ZQ9VJUBTQR,0972683275,pzero,"[0, 0]","Installation went well, instructions were clear and had more than enough hardware to complete the job.  Of course you will need a helping hand when putting something like this up on a wall, but overall it was easy.",5.0,videosecu,1336694400,"05 11, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd7'},A2GGS3I5BY7R1A,0972683275,Questors,"[1, 1]","I have a full 42&#34; HD flat screen mounted on this. Not only does everything look better than strapped to a table, but the adjustability makes this mount a pleasure to have.  It was simple to attach to the wall and has a small footprint, being a single stud wall mount.  The other major point of this mount is how many sized TV or monitors the mount can be adjusted to accept.  My TV mounts solidly and the mount itself is solid, yet adjusts with little effort.  This is just plainly a good and solid product that is well worth the money.",5.0,Excellent Product,1378598400,"09 8, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd8'},A23LZZD5UXRHWX,0972683275,raanan,"[0, 0]",great productif you want  to make your leaving room to look real good that the way to go .,5.0,easy to install,1362787200,"03 9, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fda'},AAJ0NJL17KRNX,0972683275,Rae,"[0, 0]",No issues.  Works like it should.  Compatibility fine with my model TV.It's a great price too (I think) compared to other ones that do the same.,4.0,Does what it says,1337040000,"05 15, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fd9'},A326UIIB1O2UUR,0972683275,Rachel Maggert,"[0, 0]","had a couple of guys put this up for me, but they said it was easy to install. I like the fact that I can move it around easily and tilt it anyway I want it to be.",5.0,easy to install,1394496000,"03 11, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fdb'},A1Z55ZZHFDF4NL,0972683275,raffpack,"[0, 0]","I ordered these for my sons bedrooms for there 32 inch tv's and they went up very easily with a stud finder. I had both units that i bought up and the tv's were hung in less than an hour each. the quality is very comparable to that you would get from walmart but, it was half the price. I am getrting one for the living room next. cant wait.",5.0,great value for the price,1326499200,"01 14, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fdd'},A2UIFGA3R5IO2V,0972683275,Ralph Boragine,"[0, 0]","I would have given this a 5 star rating, but it came without instructions and there were parts missing. The part is that once I figured it out, I didn't need the missing parts, and it works like a charm.",4.0,It deserves a 5 star!,1358035200,"01 13, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fde'},A3EEOAR6K3UG6E,0972683275,ramaam,"[0, 0]","Very pleased with this wall mount. Easy to install, does exactly what we wanted. Can adjust the viewing angle for all our needs.",5.0,Great buy! Well made.,1326067200,"01 9, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fdf'},A2RE73VUCARNE0,0972683275,Ramon Pereyra,"[0, 0]",This product is user friendly and versatile.It is easy to install and comes with everything needed for installation.Adding bidding could drill and bit,5.0,Very good,1361750400,"02 25, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe1'},A10MF6OJK61N22,0972683275,randy,"[0, 0]",2nd time i ordered this one . shipping much better this time. no problems. easy install. but be aware when you fold the mount flat there is a 1-2 inch difference between folding right or folding the mount left.,4.0,swing mount,1365552000,"04 10, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe0'},A1MQPFL5EALKU0,0972683275,Ramart,"[1, 2]","I mounted a 32"" flat-panel TV in a bedroom with this excellent product, which can be set permanently to almost any viewing angle (lateral and up/down tilt) and readjusted with wrenches. You'll need a stud-finder, a drill, and a screwdriver. A wide assortment of mounting bolts and adjustment wrenches is included.A very similar product at Best Buy is about $120. Save your money and buy this one (but be sure your TV weighs less than the specified max.)",5.0,"Buy this, save nearly $100",1338422400,"05 31, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fdc'},A3AYPQY4EHVW39,0972683275,R. A. Cook,"[3, 4]","We received the wall mount very quickly and it looked very good.  It mounted to the wall with no real problem, but since it is all one unit, you have to put the whole thing up, and then raise the TV up in the air, while you line up the screw holes in the plate with the holes in the TV back and get the screws started.  This is at least a two man operation, and our TV was small.  I cannot imagine doing this with a 32"" TV.  With the four screws in place and the TV up in the air, we started connecting the wires only to discover the cable connection was covered by the mounting plate.  Brought the assistant back, removed the TV from the mount, had to disassemble the mount to get the mounting plate off, then take a hacksaw and cut one corner off the mount plate to uncover the cable connection on the back of the TV when the plate is in place, and then put it all back together again.  The design of the mounting plate is such that it cannot be disconnected from the rest of the mount and then put on the back of the TV at ground level.  The plate needs to be able to be mounted on the TV back at ground level to make sure all connections for the wires are clear.  We got it up, and it works well, but having to do it all twice, and hacksaw a notch in the mount for the cable is not what I call ""easy installation"".",4.0,Have your own hacksaw,1286236800,"10 5, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe2'},A3KHBD3YRNY5WO,0972683275,Randy Williams,"[1, 1]",it was so easy to install.  the instructions were simple and so was the process.  i was putting off the project for fear.  i should have hung the TV long ago.,5.0,perfect in every way,1362700800,"03 8, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe4'},A23C1AURSCRZ5O,0972683275,Ravi,"[8, 11]","As soon as i received my mount it looked realy flimsey, but actually it is sufficient for the 32 inch sony tv that i use. The tools they provided were not good, luckily i have my own spanner set.Setting the mount is really easy, you might need someone to help you mount the TV(I did it my self though, was not easy alone). Adjust the joints to your convenience and enjoy watching.",5.0,You might need your own tools,1286236800,"10 5, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe3'},A1M1P0Y1GIHMK4,0972683275,Raquel Valle,"[0, 1]",i got it based on the a suggestion you know the products often purchased with------. So I got it it said it &#34;FITS MOST&#34; 19in-36 inch tv. So not true. Well it was a BIG let down more because it was a Christmas gift the TV and wall mount was going to be up Christmas morning oh joy....But no the stupid mount didn't fit the TV. So I have the TV still sitting in the box and told the kids that Santa will have to send us the extension parts via UPS. Not Cool at.,2.0,not cool,1356739200,"12 29, 2012",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3fe5'},A2PARH1DUDLWHT,0972683275,Ray,"[0, 0]","the right tool to extend my 23"" all-in-one computer a few inches from me in the bedroom to cruise the internet or watch tv . what can I say , it works just how I wanted . A recommended product for sure , was easy to put up .",5.0,Extension of enjoyment,1351987200,"11 4, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe6'},A2GDPXNXVK43KU,0972683275,Ray C,"[0, 0]","Product arrived right on time. Installation was pretty easy. -- about 45 minutes. My wife helped me when mounting the TV but other than that, it was a one man job. Product came with good directions for mounting in a wooden beam or in concrete (for a basement I suppose) and slew of screws and other accessories to fit a variety of TVs. Fit my 32' like a glove.  Performed exactly as I desired once installed...TV swings into a sitting room off the master 180 degrees. I will likely reinforce the mount and reinstall down the road but the overall unit is fairly heavy duty and capable. I would think twice about mounting a TV over 30-35 pounds unless you reinforce the mount on the wall. Mine is 25 pounds and it is no problem at this point.  No real issues with tilt...when it is moved, you just adjust it to square.  Also, ensure the adjustment screws where the TV connects to the arm are kept fairly tight. Best 30 bucks I've spent in quite a while.  Tremendous value.",5.0,Well worth the money,1365292800,"04 7, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe7'},A2WXQ8Y5SHCWCY,0972683275,Ray Keziah,"[0, 0]","Santa brought me a 47&#34; Vizio Smart 3D TV (M3D470KDE) for Christmas and I came to Amazon looking for a reasonably priced wall mount for it. After reading the reviews and the specs of this wall mount, I made the purchase. I got the free shipping and it arrived sooner than I expected, which is always good.It took me around 30 minutes to install this mount from opening the box to plugging everything back in. It has plenty of adjustments, articulates as expected, and holds this TV fully extended without issues. I recommend using a stud finder and drilling pilot holes for the stud screws and using a good ratchet & socket to drive the wood screw into the stud. I'm glad there  is only one stud to find and only two holes that need to be drilled, which makes it easy for anyone. lolAll in all, I'm very happy I got this wall mount instead of a more expensive one that does the same job.",5.0,Can't Beat the Price and It just Works!!,1357516800,"01 7, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe8'},A1S6MB867Q8B8S,0972683275,Reader,"[0, 0]","I was skeptical and unsure whether I should order this wall mount but after reading the reviews I decided to take a chance, I figured I have nothing to lose. This wall mount was easy to install and I was able to hook up my 42&#34; TV without worrying that it would fall. The instructions were easy to follow and my TV looks great!",4.0,Great for the price,1377907200,"08 31, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fea'},AE3BZ7JJ7W00V,0972683275,Ree,"[8, 8]","Fantastic product for the price.  It works perfect for my Vizio 37"".  Looks great and articulates with ease.  I am very satisfied with this product :)",5.0,Can't beat it for the price!,1287360000,"10 18, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fe9'},A2MLE5H35UXP2Q,0972683275,Rc,"[0, 0]","The mount itself seems well constructed.  I was hesitant about having only one brace against the wall to support a 40 inch tv but it seems to work.The only downside is that the beam above my fireplace is centered on the wall and to the fireplace... when the arm is completely folded and the tv is as close to the wall as possible, the arm does not line up with the mount.  The center point of the tv is not inline to where the mount is screwed into the wall, SO my tv is off centered.-Mount is screwed into beam, centered. When arm is retracted or folded fully to keep the tv against the wall, the tv center is off, it is next to the mount against the wall.Hope this makes sense.Other than that it works",4.0,Good mount but off center from arm,1359676800,"02 1, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3feb'},AX6PR7CA8DPT7,0972683275,reeni,"[1, 1]",We were very impressed! It was easy to easy to install and it is very functional for a great price!,5.0,great product,1359158400,"01 26, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fed'},A3VWY3CDC423UM,0972683275,Rebecca,"[0, 0]",works great was pretty easy to put up and does the trick. it is my sons room and really works great.,5.0,mount,1359763200,"02 2, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fec'},A2YW1PZEMN81Q9,0972683275,Reggie Dennery,"[0, 0]",The TV I have has very odd mounting holes. It is 200mm x 214mm. Not the standard for TV mounts. This one was well adjustable and able to fit my television. Great product,5.0,NA,1378339200,"09 5, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fef'},AANEB3ICACKM0,0972683275,reshonda,"[0, 0]",I brought this product and it worked fine. It wasn't hard to install.  I had someone help me but it was fine.,5.0,wall mount,1395792000,"03 26, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3fee'},A3JJT95MDDK49T,0972683275,Regular customer,"[8, 10]","The VideoSecu Ariculating bracket did not fit for a 32"" flat screen.  The Ario 32"" flat screen takes an additional purchase to fit mounting this TV.  Disappointed in that the advertising indicates it will mount a TV up to 37"".VideoSecu Articulating LCD LED TV Wall Mount for 22"" to 37"" Flat Screen with VESA 100 200 Mount Pattern Free Bubble Level and HDMI Cable 1XE",1.0,Disappointed,1323475200,"12 10, 2011",Electronics,0.0
{'$oid': '5a13242d741a2384e88f3ff0'},A1L7JCX9IKGKIQ,0972683275,Reisetante,"[0, 0]","I am very happy with this affordable wall mount for my Sony 32"" Internet TV. One nice feature ist that you can swivel the mounted TV depending on where you are seated.",5.0,TV Wall mount,1332201600,"03 20, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff1'},A14EXDNXP360ZE,0972683275,"Reviewer ""Entrepreneur""","[0, 0]",This product was purchased as a gift. It is very well built and gave my brother no issues with installation.,5.0,Nice Gift I purchased,1294704000,"01 11, 2011",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff2'},A1GEN2ZI0TQW5,0972683275,R. Hackney,"[0, 0]",I liked it for the week we had it lol. Husband didn't tell me he was buying a 55 inch a week after we got this installed! Worked well and great price!,4.0,It worked ok,1355356800,"12 13, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff3'},A1H6N17FJZMZ2G,0972683275,R. H. Braunstein,"[0, 0]","I just got this TV mount and I have to say, that I am really impressed with everything about this. It came very well package, and had a diagram on the OUTSIDE of the box, so you can actually just follow that, oh and it does come with easy instructions. You dont need to be a rocket scientist to hang this up. I was lucky enough to NOT have to use the arms, as I have a newer Samsung 40 inch. No sag, very sturdy This was very easy to install. I would def. recommend.Pros:1. Great packaging2. Easy to install3. Worth every pennyCons:None, just buy it.",5.0,Perfect!,1371081600,"06 13, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff6'},A20WLV3E6PVRQR,0972683275,Richard,"[0, 0]",Great product. Easy installation.Works as advertised. Arrived on time and in good condition.Supports TV very well. We are enjoying the conveience it offers.,5.0,Great product.,1339545600,"06 13, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff4'},AZTC7YC8PKG39,0972683275,R.,"[0, 0]","Installed very easy, very secure, inexpensive, very flexible and easy to use.  Just pre drill and angle the outside bolts inward (2 are centered, 4 are on the edges) a bit towards the center of the wall stud so they grab better. The cover plate will hide angled bolt heads.",5.0,Great Product,1354838400,"12 7, 2012",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff5'},A2ZSX2UA4ATWEM,0972683275,Richard Elwell,"[0, 0]",The TV mount was very easy to adapt to the flat screen TV.  The instructions for assembly were clear and straight forward.  It came with more than enough mounting screws to fit any TV.  Easy to move after the TV was mounted and stays level in any position.,5.0,Exceptional Value & Quality,1390003200,"01 18, 2014",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff9'},A14ERDBXQVVYI3,0972683275,Rhonda,"[0, 0]","This tv mount arrived on time, was easy to install and seems very durable.  I would not hesitate to purchase another one.  You will save alot of money by purchasing this mount, opposed to one in your local store(s).",5.0,TV Mount,1361577600,"02 23, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ff8'},AXXAD76G1CMC5,0972683275,Richard,"[0, 0]","I bought this on Tuesday and received it on Wednesday, I put it up and it only took about 20 minutes to install if you really read what the instructions say to do. This is holding my 43' samsung plasma. The only problem is on the arm I had to loosen the screw just a little for the rotation to move more smoothly. I would say this is a great product for the price and I would highly recommend this product!",4.0,Very good and cost effecient,1378339200,"09 5, 2013",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ffa'},A2Y4H3PXB07WQI,0972683275,Richard S. Sims,"[0, 0]","I have a 26"" LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.",4.0,Works as advertised.,1292457600,"12 16, 2010",Electronics,1.0
{'$oid': '5a13242d741a2384e88f3ffc'},A2O74NNJK37DCS,0972683275,RICH,"[0, 0]",love it. i can position my 40 inch any way to my liking. no dislikes. Assembly is fairly easy if you have all the tools,4.0,great product,1388448000,"12 31, 2013",Electronics,1.0
