_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,BehaviouralFeatureResult,label
{'$oid': '5a421d732bfbb88f180e275c'},AYNHY4EBHNQBA,B002V1JJRG,Al,"[0.0, 1.0]",Cord came without the adapter in the package that was labeled cord with adapter.  Company has not sent me the adapter as they promised after I contacted them twice.,1.0,Not complete...major component missing,1326499200,"01 14, 2012",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.0, 'RL': 164.0, 'ER': 1.0, 'PC': 0.751879699}",0.0
{'$oid': '5a421d732bfbb88f180e275d'},A3VX3R6IZGQP0R,B006ZQZT3Q,Mrs.McKoy,"[1.0, 2.0]","I typically love Ever-Pretty dresses, but this one left me feeling a little short.Cons:1)The purple underlay is VERY shiny - if the lace isn't touching down it almost has a glare to it. [Because of the shiny material and type of dress, I believe it would have been more complementary to layer the lace completely over it instead of having a slit up the front]2) The bodice would look better as a profound sweetheart shape; the dip at the top is basically nonexistent.3) The rhinestones look out of place and/or unnecessary, also may be due to the bodice not being the correct shape.4) The waist starts directly below bust with a big seam cutting across making it look like an odd `belted' area with thin material.Pros:1) I liked the use of both the black fabric and lace to do the hem/trim. It gives a nice needed edge for a vintage dress.2)The lace in general is beautiful; I love how it was done to make up the straps.The dress had a great concept, I can see that, but it just wasn't executed 100% right. I thought of altering it, but I typically only do that if I planned to and it's not a complete overhaul. For 50 bucks, I at least expect the design to be correct... I might be trying to sell this to a friend in the near future.",2.0,Not Up to Snuff...,1346716800,"09 4, 2012",Clothing_Shoes_and_Jewelry,"{'CS': 0.722647572, 'MNR': 0.0, 'RB': 0.0, 'RC': 18.0, 'PR': 77.77777778, 'NR': 5.555555556, 'FR': 0.5, 'RSP': 0.0, 'AW': 695.0, 'RD': 2.294117647, 'RL': 1234.0, 'ER': 0.0, 'PC': 1.311806256}",0.0
{'$oid': '5a421d732bfbb88f180e275e'},A253C41COH6JOC,B003VY4M42,Dona Cox,"[1.0, 2.0]",Use to have a Microsoft camera that went by the way side. For the price of 2 who could go wrong. The quality is rated 12 mega pixel I have yet to see that.,3.0,Used with weather station,1374278400,"07 20, 2013",Electronics,"{'CS': 0.289177616, 'MNR': 1.0, 'RB': 3.0, 'RC': 16.0, 'PR': 87.5, 'NR': 6.25, 'FR': 0.25, 'RSP': 0.0, 'AW': 440.0, 'RD': 0.259259259, 'RL': 155.0, 'ER': 0.0, 'PC': 1.680672269}",0.0
{'$oid': '5a421d732bfbb88f180e275f'},A34O9JTH1Z8NF1,B009WQFKMQ,crocodile bobbies,"[0.0, 0.0]",amazing how quick this came by shipping. I was going to demonstrate it to some children for a science class. My plan is to allow some of the children to fly the new one since my old MSR broke after one child did not turn off the power in time. Most of these helicopters can withstand a mild crash if the operator turns off the power to the blades with the left controller stick going all the way back. It flies well. And the price is great.,5.0,re: works like all the rest,1399939200,"05 13, 2014",Toys_and_Games,"{'CS': 0.552377618, 'MNR': 0.0, 'RB': 0.0, 'RC': 30.0, 'PR': 83.33333333, 'NR': 16.66666667, 'FR': 0.033333333, 'RSP': 0.0, 'AW': 1089.0, 'RD': 1.096774194, 'RL': 440.0, 'ER': 1.0, 'PC': 0.574712644}",0.0
{'$oid': '5a421d732bfbb88f180e2760'},A1LLNGNHZOIQ2Z,B00FEBQ4CS,ladybugcrash,"[0.0, 0.0]",Fits well and is very cute. Very satisfied. It is just what I expected.Thank you very much. Very good price.,5.0,Just what I ordered,1393804800,"03 3, 2014",Cell_Phones_and_Accessories,"{'CS': 0.293972368, 'MNR': 0.5, 'RB': 1.0, 'RC': 5.0, 'PR': 60.0, 'NR': 0.0, 'FR': 0.2, 'RSP': 0.0, 'AW': 976.0, 'RD': 0.333333333, 'RL': 108.0, 'ER': 1.0, 'PC': 1.19047619}",0.0
{'$oid': '5a421d732bfbb88f180e2761'},A2VI5Y9FH2Y758,B007PL85VI,J. Warren,"[0.0, 0.0]","The rings are too small to fit my cue sticks (which fit fine in my last stand).  As a result, this stand is useless.",1.0,Doesn't work!,1404086400,"06 30, 2014",Sports_and_Outdoors,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.5, 'RL': 116.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2762'},A15MNYWR8LH6FY,B004R1FUEY,tabitha,"[1.0, 1.0]",The sleeve length is perfect but the arm area feels a bit tight for the size of the shirt I got.,3.0,Nice top,1385769600,"11 30, 2013",Sports_and_Outdoors,"{'CS': 1.0, 'MNR': 1.0, 'RB': 3.0, 'RC': 3.0, 'PR': 66.66666667, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.5, 'RL': 96.0, 'ER': 0.0, 'PC': 1.333333333}",0.0
{'$oid': '5a421d732bfbb88f180e2763'},A1CH7TWQ562KQG,B002I9QPAU,Muggles,"[0.0, 0.0]","It looks dirty, smells like mothballs.  I think it came straight out of someone's house after they got done using it.  There's some brown crusty crap all over it.  I'd return it, but it's not worth the time or the effort.",1.0,Bush League,1342396800,"07 16, 2012",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.363636364, 'RL': 221.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2764'},AVSFM98047RMV,B000MX7WBU,Lovemybaby,"[0.0, 0.0]","I bought this for my 13 yr old nephew for Christmas, and he seems to think it's okay. My 9 month old son seems to think it's neater than my nephew does except my son cannot walk, so he just drags it along using his Chicco walker. The frog is too cute. It's a great size, and since I've only observed my nephew and my son with the toy for a week, I cannot really comment on durability...but it is cute, cute, cute to see them walk with the frog!",5.0,So CUTE!,1294876800,"01 13, 2011",Toys_and_Games,"{'CS': 0.487302094, 'MNR': 0.0, 'RB': 0.0, 'RC': 2.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 23.0, 'RD': 0.69047619, 'RL': 444.0, 'ER': 1.0, 'PC': 0.573065903}",0.0
{'$oid': '5a421d732bfbb88f180e2765'},A1IUB6ZZVE4IKK,B00BP8XBES,Cheynne1,"[3.0, 4.0]","Actually better than I thought it was going to be. Everything you need to take apart a Smith and Wesson M&P Pistol is there and it seems to be well made. I used it on three different models of the M&P auto and was able to cure the problem without opening my armors box.. It is worth the price. make sure all the parts are there because I noticed the picture shows12 tools and mine had 10. so it can't rate a five but because it had the tools I needed Wednesday They are worth a 3. It would be nice for them to double check either the add picture or check the package before it ships. The parts that were there were correct just not all parts were there. I wish I could give this product a better review, As I have used this product on several M&P firearms I have found some areas of weakness. The wrenches do not fit all rear sights and are very easily lost due to their size, The picture shown in Amazon reflects it to be an 11 piece tool, the one I received has only 9, parts missing are the extra steel punches, plus it shows one allen wrench and there are two, I would highly recommend that the company either change the representation of the product to what you are actually receiving. The quality of the product is strong and would be a true benefit if it had all parts shown in their add good, Because of missing items I can still only give The M&P ARMORERS GUN MAINTENANCE TOOL 3 STARS E.C. O'Keeffe",3.0,Smith and Wesson tools work but kit comes up short,1373500800,"07 11, 2013",Sports_and_Outdoors,"{'CS': 0.564365447, 'MNR': 0.0, 'RB': 0.0, 'RC': 5.0, 'PR': 80.0, 'NR': 20.0, 'FR': 0.4, 'RSP': 0.0, 'AW': 989.0, 'RD': 0.0, 'RL': 1407.0, 'ER': 0.0, 'PC': 5.169340463}",0.0
{'$oid': '5a421d732bfbb88f180e2766'},A3G9MLYJEROEMX,B0000BUSP7,Tina Gregorio,"[0.0, 0.0]","I love the product, great buy for all that you get.I got to use it a little and have been pleased. Thanks Tina",5.0,Great product,1375401600,"08 2, 2013",Toys_and_Games,"{'CS': 0.333562192, 'MNR': 1.0, 'RB': 1.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.4, 'RL': 110.0, 'ER': 1.0, 'PC': 2.325581395}",0.0
{'$oid': '5a421d732bfbb88f180e2767'},A3GP82L2G5IZ4A,B002E6X44C,George C. Hall,"[0.0, 0.0]",will not fit a stock castle nut. If you try to use it you will scratch the nut. You would be better off wrapping a piece of cloth aroundthe nut and using a pair of channel lock pliers to tighten. This method will not scratch the nut.,1.0,Worthless,1399161600,"05 4, 2014",Sports_and_Outdoors,"{'CS': 0.262578221, 'MNR': 0.0, 'RB': 0.0, 'RC': 4.0, 'PR': 75.0, 'NR': 25.0, 'FR': 0.25, 'RSP': 0.0, 'AW': 99.0, 'RD': 3.0, 'RL': 233.0, 'ER': 1.0, 'PC': 0.546448087}",0.0
{'$oid': '5a421d732bfbb88f180e2768'},A2I3OGO1NVPE8N,B000Y0EG3S,Camille,"[1.0, 1.0]","All of the Melissa and Doug puppets I recently ordered are fantastic.I bought them for my 3 year old grandson for Easter.  They are larger than I expected, well made with exquisite detailing.  They come with a removable hand stick. Great for creative, interactive play with children as well as adults. Melissa and Doug products are consistantly top quality toys.Melissa & Doug Chef PuppetMelissa & Doug Pirate PuppetMelissa & Doug Princess PuppetMelissa & Doug Smoulder the Dragon Puppet",5.0,Perfect Puppets,1304640000,"05 6, 2011",Toys_and_Games,"{'CS': 0.222359712, 'MNR': 0.0, 'RB': 0.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 289.0, 'RD': 0.368421053, 'RL': 487.0, 'ER': 1.0, 'PC': 5.721393035}",0.0
{'$oid': '5a421d732bfbb88f180e2769'},ACMB9ZETK6RL8,B000A8LP8I,Consuelo T. Gabriel,"[0.0, 0.0]","My grandson, Trevor...is only 5 yrs. old and loves his LEGO Racers...it is family time when he sits with mom & dad to put them together..Amazon ships them quickly and properly packaged with great gift options.  They are gifts that a little boy absolutely loves and I am told can become a real collection of collector's pieces even though I didn't purchase them for that purpose.  My daughter called me from South Carolina to say how excited he was to receive them  because that was the only thing he desparately wanted for his birthday!...a gift he will always remember from his ''Lita''",5.0,LEGO RACERS,1208995200,"04 24, 2008",Toys_and_Games,"{'CS': 0.41939979, 'MNR': 0.0, 'RB': 0.0, 'RC': 9.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.444444444, 'RSP': 0.0, 'AW': 1372.0, 'RD': 0.75, 'RL': 587.0, 'ER': 1.0, 'PC': 0.213219616}",0.0
{'$oid': '5a421d732bfbb88f180e276a'},A4KQ151F8LP8,B002MH4T3S,Patricia,"[0.0, 0.0]","It would have been nice if the product had an inner or outer pocket, but there were none. Otherwise, product was roomy inside and plyable, washable.",3.0,NY Giants 12 pack cooler,1357084800,"01 2, 2013",Sports_and_Outdoors,"{'CS': 0.183941802, 'MNR': 1.0, 'RB': 3.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.333333333, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.0, 'RL': 148.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e276b'},ABJ8XSN07J9CW,B002DML3JU,Josie,"[0.0, 0.0]","I don't know where along the lines of transport that it happened, but the set arrived with 2 of the bowls broken. I returned it immediately and therefore I have no opinion of this set being good or bad. I never even saw it out of its box because it was a gift to someone else.",3.0,Broken,1389398400,"01 11, 2014",Home_and_Kitchen,"{'CS': 0.440438492, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 1.16, 'RL': 276.0, 'ER': 0.0, 'PC': 0.458715596}",0.0
{'$oid': '5a421d732bfbb88f180e276c'},A37MNCN9T7TKQI,B004NTNTXE,P. gordon,"[0.0, 0.0]","they're colored like dark chocolate, but as you can see in the title and  on the bag ""dark chocolate flavored.""  doesn't taste at all like it has a high percentage of cocoa.  doesn't say on the package what the percentage is; and, cocoa powder is about the 3rd ingredient.  for this price, I expected better.  nestle's semisweet chips taste better than this.  needless to say, I will NOT be using this with my expensive pistachios and dried cherries.",3.0,doesn't taste like dark chocolate to me,1390694400,"01 26, 2014",Home_and_Kitchen,"{'CS': 0.563825275, 'MNR': 0.0, 'RB': 0.0, 'RC': 30.0, 'PR': 86.66666667, 'NR': 0.0, 'FR': 0.133333333, 'RSP': 0.0, 'AW': 1431.0, 'RD': 2.0, 'RL': 450.0, 'ER': 0.0, 'PC': 0.27700831}",0.0
{'$oid': '5a421d732bfbb88f180e276d'},A2XAF9W49YMO8M,B005C50H2Y,George H,"[0.0, 3.0]","I really like this lens, but with no VR I need to shoot much faster than I would like. On close-ups VR is even more important.",4.0,No VR,1398729600,"04 29, 2014",Electronics,"{'CS': 0.356864797, 'MNR': 0.5, 'RB': 1.0, 'RC': 15.0, 'PR': 53.33333333, 'NR': 13.33333333, 'FR': 0.066666667, 'RSP': 0.0, 'AW': 1252.0, 'RD': 0.794326241, 'RL': 126.0, 'ER': 0.0, 'PC': 6.060606061}",0.0
{'$oid': '5a421d732bfbb88f180e276e'},A265NI8DN5FO3G,B0042FV2SI,Beverly,"[0.0, 0.0]",Did not stay on phone.  Was very disappointed.Will not order this again.  Have nothing g else to say on this.,1.0,Not good.,1393372800,"02 26, 2014",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.60143688, 'RL': 109.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e276f'},AGPIVOO4DZARA,B00687W5W0,wwha,"[0.0, 0.0]","I bought this case, and I feel it is good to use. The case fit the kindle 4 e-Reader well, and keep it protect. But the shipping fee is really high.",3.0,It is good to use.,1381276800,"10 9, 2013",Electronics,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.444444444, 'RL': 148.0, 'ER': 0.0, 'PC': 1.739130435}",0.0
{'$oid': '5a421d732bfbb88f180e2770'},ADE12NTLAIB83,B008CAEQ78,cat,"[0.0, 0.0]","It broke not long after I installed it where the charge pluged into it , never dropped it im very careful with my phone,I will admit it was not slippery in my hand and it looked great",1.0,cover,1400198400,"05 16, 2014",Cell_Phones_and_Accessories,"{'CS': 0.412478956, 'MNR': 1.0, 'RB': 1.0, 'RC': 4.0, 'PR': 75.0, 'NR': 25.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 226.0, 'RD': 3.304347826, 'RL': 183.0, 'ER': 1.0, 'PC': 2.040816327}",0.0
{'$oid': '5a421d732bfbb88f180e2771'},A3PFJPZSZ8H6LR,B0046YK150,Jakob B,"[0.0, 0.0]","Bought for our 6 and 8 year olds. Perfect fit, superb quality and cool looks. Both adults and kids love it.",5.0,Excellent choice!,1387929600,"12 25, 2013",Sports_and_Outdoors,"{'CS': 0.23570226, 'MNR': 0.0, 'RB': 0.0, 'RC': 8.0, 'PR': 62.5, 'NR': 25.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 253.0, 'RD': 0.0, 'RL': 107.0, 'ER': 1.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2772'},A3221FT6L41OUJ,B002SCCN2G,Patricia Marie Eggert,"[0.0, 0.0]",My husband usually takes a size 8 but these were really big.  We had to return them and once we receive out credit we will reorder them in a smaller size.,3.0,Boots were to big,1402531200,"06 12, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.299780021, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.442477876, 'RL': 154.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2773'},A1H143CZ4AM6VO,B00DYF3H62,"M. Berriman ""Brown""","[0.0, 1.0]",Ordered magenta but it's more hot pink. Magenta is usually on the plum side of pink. Comfortble soft  considering more colors,3.0,Color not what I expected,1399593600,"05 9, 2014",Clothing_Shoes_and_Jewelry,"{'CS': 0.183639655, 'MNR': 0.0, 'RB': 0.0, 'RC': 17.0, 'PR': 82.35294118, 'NR': 5.882352941, 'FR': 0.117647059, 'RSP': 0.0, 'AW': 2154.0, 'RD': 0.891428571, 'RL': 125.0, 'ER': 0.0, 'PC': 0.980392157}",0.0
{'$oid': '5a421d732bfbb88f180e2774'},AH2DUKYRY5HM5,B002TOCKD0,fiveinthefort,"[0.0, 0.0]","My three year old received this as a gift, but the whole family (three kids age 3, 8 and 10) enjoyed making fun shapes with her!  Great family gift.",5.0,Fun for the whole family!,1290816000,"11 27, 2010",Toys_and_Games,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.166666667, 'RL': 148.0, 'ER': 1.0, 'PC': 0.847457627}",0.0
{'$oid': '5a421d732bfbb88f180e2775'},A3KXC5Y9ZOTQ6E,B000M9OK0K,"Christine J. Stewart ""nature's child""","[0.0, 0.0]","as an avid cat lover, i look for anything with cats. when i saw these earrings, i just had to have them. the detail is exquiste. anyone who loves cats and celtic jewlery should buy these earrings.",5.0,for cat lovers,1171584000,"02 16, 2007",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 0.0, 'RL': 196.0, 'ER': 1.0, 'PC': 2.564102564}",0.0
{'$oid': '5a421d732bfbb88f180e2776'},A8Y64D1IWLCF,B000R4OIU2,"K. Dong ""college student""","[30.0, 30.0]","This is just a paper plastic ship that can be hung on your wall. The material is not very good, although it usually stays in place. I got mine and it seemed like it had been through a lot already...some of the corners were ripped and had definitely looked like it had been used already.It looks nice from far away, but I was very disappointed.",3.0,"Nice, but not what I was looking for.",1277078400,"06 21, 2010",Toys_and_Games,"{'CS': 0.423631756, 'MNR': 1.0, 'RB': 2.0, 'RC': 3.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 56.0, 'RD': 1.6, 'RL': 343.0, 'ER': 0.0, 'PC': 0.735294118}",0.0
{'$oid': '5a421d732bfbb88f180e2777'},A2IOZ8D4AGQUIV,B0099LAC5Y,nicole,"[0.0, 0.0]","So has any one else ordered this watch and looked at the ""diamonds""??? Two of mine are cracked across the middle. Any one else notice this???",2.0,hmmmm,1357257600,"01 4, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.230769231, 'RL': 141.0, 'ER': 0.0, 'PC': 1.739130435}",0.0
{'$oid': '5a421d732bfbb88f180e2778'},A2OMNPQBCGZVNC,B000B8J6PG,Christa,"[0.0, 0.0]","We ordered these because they were inexpensive, and now we know why.  They never stayed in place no matter how hard we tried.  They toppled over and drinks spilled all over.  They now reside in the trash.",2.0,You get what you pay for,1342742400,"07 20, 2012",Home_and_Kitchen,"{'CS': 0.197852272, 'MNR': 1.0, 'RB': 1.0, 'RC': 2.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 404.0, 'RD': 1.222222222, 'RL': 204.0, 'ER': 0.0, 'PC': 0.0}",0.0
{'$oid': '5a421d732bfbb88f180e2779'},A1NWSSC8GD82H3,B00A67JBGG,"Vlad ""VZ""","[0.0, 0.0]","These pants are awesome. Best pair I've ever owned and I plan on buying more in the future. They are a slim tapered fit, and are very comfortable. Great for work or a casual social gathering. The blue is an awesome color.Highly recommend!",5.0,Afraid to submit to great of a review and have them bought up.,1361923200,"02 27, 2013",Clothing_Shoes_and_Jewelry,"{'CS': 0.334777943, 'MNR': 1.0, 'RB': 2.0, 'RC': 5.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 448.0, 'RD': 0.0, 'RL': 238.0, 'ER': 1.0, 'PC': 1.570680628}",0.0
{'$oid': '5a421d732bfbb88f180e277a'},A3D3I6PPC1TW6J,B0009VELUA,G. Edgecomb,"[0.0, 0.0]","After my last Cuisinart (DCC-1200) started turning itself off during brewing after about 3 years, I decided to give the DCC-2000 a try. I liked the idea of the carafe-less design and the overall look of the machine.Since I am not a coffee expert, I will leave the taste tests to those who know more what they are talking about. I generally drank darker beans, black with this machine and the flavor was fine for me.As far as the way the machine works in day-to-day use, I was pleased, but not wowed. For it's task, making coffee, it works. It's not horribly fast or slow, just does what you would expect which is good. However, there are a couple of flaws that make the experience less than ideal. First, the reservoir is not removable, which is fine, except that there is no easy way to pour water into it. My solution was a 4 cup Pyrex measuring cup. Second, there is simply not enough room for tall travel mugs to fit under the pour valve. Again, the solution was a Pyrex measuring cup. While neither of these situations are ideal, they really weren't deal breakers.The deal breaker is Cuisinart's apparent lack of quality. After roughly a year of service, the DCC-2000 began turning itself on and off just as my old DCC-1200 did. After some research, it seems the likely issue is water rolling off the lid, down the back of the unit and getting into the electronics and shorting something out. I have no way to actually verify this, but I can tell you that water would routinely run down the back of both machines. If this is the problem, why Cuisinart has not waterproofed the area where the electronics are is beyond me. The good news is that Cuisinart has an excellent warranty with excellent customer service. They are sending me a DCC-2200 to replace the DCC-2000 because of backorders.If you really want a carafe-less machine, this definitely fits the bill, and the coffee, in my opinion, is good. However, be prepared to have it replaced as it seems Cuisinart's quality is not what it used to be. Even though their customer service and warranty was excellent, I have decided to go another direction with the Bunn My Cafe and leave the replacement from Cuisinart in the closet for backup.",3.0,Great until it dies.,1262908800,"01 8, 2010",Home_and_Kitchen,"{'CS': 0.406407427, 'MNR': 0.0, 'RB': 0.0, 'RC': 1.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 0.0, 'RD': 0.496626181, 'RL': 2198.0, 'ER': 0.0, 'PC': 1.961883408}",0.0
{'$oid': '5a421d732bfbb88f180e277b'},A2L98WRVBZ4TN1,B005HY4UPK,Lenox,"[1.0, 4.0]","My husband bought this as a gift so I can listen to my audiobooks. It does a great job charging my phone, streaming audio and the speakers are very good. I love that it streams all my media files and can be used as an alarm clock and meditation counter (using my apps).I can also unplug it and carry it outside using batteries (but not the best for carrying since there isnt' an easy handle). The docking station seems a bit fragile and hard to connect in the dark and sometimes even in daylight since my phone connection is on its side.  But the biggest disappointment is that they didn't connect it to the phone bluetooth. So everything streams except the phone. Had they connected phone bluetooth, this system would have been perfect. I did look at the Monster Bluetooth Speakers (also sold on Amazon) and was about to buy it when my husband surprised me with this model. I liked the Monster since it streams media and phone bluetooth (even has an answer button on the speaker), but it didn't have a docking station or ability to charge my android phone. But with philips its a true android docking station, with charger and this model is the only one with battery backup to use outside. Hopefully, they will create a model that streams both phone and media and has batteries for outdoor use!",4.0,"Good for Streaming Media, but not for phone calls",1324080000,"12 17, 2011",Electronics,"{'CS': 0.616024405, 'MNR': 0.0, 'RB': 0.0, 'RC': 22.0, 'PR': 72.72727273, 'NR': 13.63636364, 'FR': 0.045454545, 'RSP': 0.0, 'AW': 782.0, 'RD': 0.106918239, 'RL': 1295.0, 'ER': 0.0, 'PC': 0.666666667}",0.0
{'$oid': '5a421d732bfbb88f180e277c'},A1C6YY28DSN4YK,B00D2RNHKI,Shelley Moore,"[2.0, 3.0]","2 stars because it is a very cute case. I'm sad that I can't use this case because it covers one of the sensors.  When on a phone call the screen goes black (standby), which is normal.  I should be able to hit the power button to turn the screen back on (to end call, turn on speaker phone, type in a number, etc) but cannot.  I have to completely remove the case in order for the phone screen to come back up.  This has become a bit of a pain in the butt, so I have ordered a new phone.  I have figured out that for some reason, when the screen goes black I can hit the power button immediately to get it back to phone screen.  Any time after this, it will turn back on should it go black again.  so far, this has worked but still more work than necessary to be able to use my phone the way it is designed to work.",2.0,Cute but causes problems with phone,1386979200,"12 14, 2013",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.918367347, 'RL': 815.0, 'ER': 0.0, 'PC': 0.157977883}",0.0
{'$oid': '5a421d732bfbb88f180e277d'},A3MC12VTI1K6WL,B003IWFSYA,Sheryl Jeske,"[0.0, 0.0]",This lazy Susan is great for a patio table! The only reason I didn't give it 5 stars is I would have preferred that the inner ring was white.,4.0,Nice addition to patio table,1395446400,"03 22, 2014",Home_and_Kitchen,"{'CS': 0.252860869, 'MNR': 0.0, 'RB': 0.0, 'RC': 5.0, 'PR': 80.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 0.0, 'AW': 327.0, 'RD': 0.625, 'RL': 141.0, 'ER': 0.0, 'PC': 3.571428571}",0.0
{'$oid': '5a421d732bfbb88f180e277e'},A2P85HGMX5S01W,B002TU0D4M,dschmidt74,"[0.0, 0.0]",Our dirt devil vacuum had been really sucking or actually it wasnt sucking all that good.  with a new filter it has definitely improved not only the suction power of the vacuum back to like new but keeps if sucking longer and you don't have to stop and clean out the filter as often.  definitely helped out the vacuum stick around because it was about to go to the trash but a new filter and belt and she is back in good graces.,4.0,3M filtrete vacuum filter for dirt devil dcf-4,1284076800,"09 10, 2010",Home_and_Kitchen,"{'CS': 0.426223145, 'MNR': 0.333333333, 'RB': 2.0, 'RC': 9.0, 'PR': 100.0, 'NR': 0.0, 'FR': 0.444444444, 'RSP': 0.0, 'AW': 1031.0, 'RD': 0.0, 'RL': 428.0, 'ER': 0.0, 'PC': 0.586510264}",0.0
{'$oid': '5a421d732bfbb88f180e277f'},A2J9WSOBFZPTOF,B00009R66F,"LEAH CRUZ ""ljcruz shopper""","[0.0, 0.0]",It works really well. I just wish that the hose extention for the upholstry was conected automatically!!!!!!!otherwise I love it and it really cleans well.,3.0,my hoover cleaner,1211673600,"05 25, 2008",Home_and_Kitchen,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 1.305894737, 'RL': 155.0, 'ER': 0.0, 'PC': 0.775193798}",0.0
{'$oid': '5a421d732bfbb88f180e2780'},A1R9YXSCOR72IQ,B004CP84U2,Booshay,"[0.0, 0.0]","Either there is something wrong with my DroidX phone, or the batteries were junk. They drained just like the original battery that I attempted to replace.  The phone is over 2 years old, so verizon doesn't carry the replacements.  I did stop at Battery's plus! they wanted $40.00 for there knockoff battery.",1.0,Probably knockoffs,1380672000,"10 2, 2013",Cell_Phones_and_Accessories,"{'CS': 0.0, 'MNR': 0.0, 'RB': 0.0, 'RC': 0.0, 'PR': 0.0, 'NR': 0.0, 'FR': 0.0, 'RSP': 1.0, 'AW': 0.0, 'RD': 2.692708333, 'RL': 307.0, 'ER': 1.0, 'PC': 1.204819277}",0.0
